Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
11/27/2017 09:27,11/27/2017 18:45,EURUSD,Sell,0.32,1.19530,1.19010,0.0000,0.0000,52.0,166.40,2.53,00:09:17:16,95.2,8h 50m,31.0,0.13,54.9,175.68,-7.3,-23.36,88.3,95.3,-2.90,-9.28
11/24/2017 15:58,11/27/2017 18:45,EURUSD,Sell,0.16,1.19180,1.19010,0.0000,0.2400,17.0,27.44,0.42,03:02:47:06,5.4,4h 2m,48.1,1.92,21.9,35.04,-42.0,-67.2,34.3,92.3,-4.90,-7.84
11/22/2017 16:15,11/27/2017 18:45,EURUSD,Sell,0.01,1.17890,1.19010,0.0000,0.0600,-112.0,-11.14,-0.17,05:02:29:51,0.0,0s,171.0,172.41,0.0,0.0,-171.0,-17.1,0.0,34.5,-112.00,-11.20
11/22/2017 09:15,11/27/2017 18:45,EURUSD,Sell,0.01,1.17640,1.19010,0.0000,0.0600,-137.0,-13.64,-0.21,05:09:30:09,3.1,4h 0m,221.7,7.63,25.7,2.5700000000000003,-196.0,-19.6,11.6,26.6,-162.70,-16.27
11/24/2017 14:22,11/27/2017 18:45,EURUSD,Sell,0.08,1.18830,1.19010,0.0000,0.1200,-18.0,-14.28,-0.22,03:04:22:29,0.0,0s,77.0,77.52,0.0,0.0,-77.0,-61.6,0.0,76.6,-18.00,-14.40
11/22/2017 20:09,11/27/2017 18:45,EURUSD,Sell,0.02,1.18140,1.19010,0.0000,0.1500,-87.0,-17.25,-0.26,04:22:35:37,0.0,0s,146.0,147.06,0.0,0.0,-146.0,-29.200000000000003,0.0,40.4,-87.00,-17.40
11/23/2017 12:02,11/27/2017 18:45,EURUSD,Sell,0.04,1.18490,1.19010,0.0000,0.1200,-52.0,-20.68,-0.31,04:06:43:10,8.2,8h 25m,122.9,9.33,11.9,4.760000000000001,-111.0,-44.400000000000006,9.7,48.0,-63.90,-25.56
11/20/2017 17:40,11/22/2017 09:11,EURUSD,Buy,0.01,1.17340,1.17690,0.0000,-0.2600,35.0,3.24,0.05,01:15:31:14,73.3,1d 4h ,39.2,0.55,35.0,3.5,-19.1,-1.9100000000000001,64.7,100.0,0.00,0.00
11/20/2017 16:00,11/22/2017 09:11,EURUSD,Buy,0.01,1.17590,1.17690,0.0000,-0.2600,10.0,0.74,0.01,01:17:11:26,6.1,2h 30m,44.1,4.41,10.0,1.0,-44.1,-4.41,18.5,100.0,0.00,0.00
11/20/2017 00:15,11/20/2017 09:23,EURUSD,Buy,0.01,1.17480,1.17810,0.0000,0.0000,33.0,3.30,0.05,00:09:07:46,32.4,2h 57m,21.3,0.63,33.6,3.3600000000000003,-21.3,-2.1300000000000003,61.2,98.9,-0.60,-0.06
11/17/2017 02:38,11/20/2017 00:00,EURUSD,Sell,0.01,1.18050,1.17690,0.0000,0.0100,36.0,3.61,0.05,02:21:21:04,95.4,2d 18h ,26.2,0.20,53.9,5.390000000000001,-10.8,-1.08,83.3,72.3,-17.90,-1.79
11/17/2017 01:15,11/20/2017 00:00,EURUSD,Sell,0.01,1.17800,1.17690,0.0000,0.0100,11.0,1.11,0.02,02:22:44:38,3.3,2h 20m,39.9,1.38,28.9,2.89,-39.9,-3.99,42.0,74.0,-17.90,-1.79
11/16/2017 07:30,11/16/2017 12:34,EURUSD,Sell,0.01,1.17940,1.17610,0.0000,0.0000,33.0,3.30,0.05,00:05:04:16,99.4,5h 2m,9.7,0.04,34.0,3.4000000000000004,-1.2,-0.12,96.6,97.2,-1.00,-0.10
11/15/2017 09:06,11/15/2017 23:48,EURUSD,Sell,0.32,1.18230,1.17710,0.0000,1.4900,52.0,167.89,2.61,00:14:41:49,69.4,10h 11m,36.0,0.67,53.8,172.16,-36.0,-115.2,59.9,98.0,-1.80,-5.76
11/14/2017 19:04,11/15/2017 23:48,EURUSD,Sell,0.16,1.17880,1.17710,0.0000,0.9800,17.0,28.18,0.44,01:04:43:59,11.9,3h 25m,71.7,3.76,18.8,30.080000000000002,-70.6,-112.96,21.0,98.0,-1.80,-2.88
11/10/2017 10:49,11/15/2017 23:48,EURUSD,Sell,0.01,1.16580,1.17710,0.0000,0.0700,-113.0,-11.23,-0.17,05:12:58:51,50.1,2d 18h ,219.4,10.67,18.8,1.8800000000000001,-200.6,-20.060000000000002,8.6,39.9,-131.80,-13.18
11/09/2017 12:30,11/15/2017 23:48,EURUSD,Sell,0.01,1.16320,1.17710,0.0000,0.0800,-139.0,-13.82,-0.21,06:11:18:06,1.5,2h 19m,255.9,7.73,29.3,2.93,-226.6,-22.66,11.4,34.2,-168.30,-16.83
11/14/2017 14:36,11/15/2017 23:48,EURUSD,Sell,0.08,1.17530,1.17710,0.0000,0.4900,-18.0,-13.91,-0.22,01:09:11:31,0.3,5m,105.8,555.56,0.2,0.16000000000000003,-105.6,-84.48,0.2,82.8,-18.20,-14.56
11/14/2017 08:18,11/15/2017 23:48,EURUSD,Sell,0.02,1.16830,1.17710,0.0000,0.1200,-88.0,-17.48,-0.27,01:15:29:23,0.0,0s,175.6,178.57,0.0,0.0,-175.6,-35.12,0.0,49.9,-88.00,-17.60
11/14/2017 10:39,11/15/2017 23:48,EURUSD,Sell,0.04,1.17190,1.17710,0.0000,0.2400,-52.0,-20.56,-0.32,01:13:09:01,0.0,0s,139.6,140.85,0.0,0.0,-139.6,-55.84,0.0,62.8,-52.00,-20.80
11/07/2017 09:43,11/09/2017 12:23,EURUSD,Buy,0.02,1.15740,1.16170,0.0000,-1.0000,43.0,7.60,0.12,02:02:39:56,91.0,1d 22h ,26.7,0.26,63.5,12.700000000000001,-16.4,-3.28,79.5,74.3,-20.50,-4.10
11/06/2017 02:03,11/09/2017 12:23,EURUSD,Buy,0.01,1.15990,1.16170,0.0000,-0.5100,18.0,1.29,0.02,03:10:20:00,39.7,1d 8h ,60.1,1.09,38.5,3.85,-42.1,-4.21,47.8,74.6,-20.50,-2.05
11/03/2017 15:30,11/09/2017 12:23,EURUSD,Buy,0.01,1.16240,1.16170,0.0000,-0.7700,-7.0,-1.47,-0.02,05:20:53:08,1.6,2h 15m,66.9,4.96,13.5,1.35,-66.9,-6.690000000000001,16.8,74.5,-20.50,-2.05
11/03/2017 13:45,11/03/2017 15:00,EURUSD,Sell,0.01,1.16710,1.16330,0.0000,0.0000,38.0,3.80,0.06,00:01:15:04,1.4,1m,0.0,0.03,38.0,3.8000000000000003,0.0,0.0,100.0,100.0,0.00,0.00
11/02/2017 15:06,11/03/2017 10:11,EURUSD,Sell,0.01,1.16770,1.16420,0.0000,0.0100,35.0,3.51,0.05,00:19:05:05,100.0,19h 5m,17.3,0.03,36.4,3.64,0.0,0.0,100.0,96.2,-1.40,-0.14
11/02/2017 02:38,11/03/2017 10:11,EURUSD,Sell,0.01,1.16520,1.16420,0.0000,0.0100,10.0,1.01,0.02,01:07:33:44,30.4,9h 35m,54.9,1.33,23.6,2.3600000000000003,-31.3,-3.1300000000000003,43.0,75.2,-13.60,-1.36
11/01/2017 13:30,11/02/2017 02:38,EURUSD,Buy,0.01,1.16190,1.16520,0.0000,-0.3800,33.0,2.92,0.05,00:13:08:03,79.6,10h 27m,27.8,0.18,45.5,4.55,-8.1,-0.81,84.9,76.7,-12.50,-1.25
10/30/2017 21:00,11/01/2017 13:25,EURUSD,Sell,0.01,1.16570,1.16240,0.0000,0.0200,33.0,3.32,0.05,01:16:24:29,99.4,1d 16h ,32.7,0.04,37.2,3.7200000000000006,-1.3,-0.13,96.6,89.1,-4.20,-0.42
10/27/2017 13:53,10/30/2017 20:46,EURUSD,Buy,0.08,1.16070,1.16510,0.0000,-1.0000,44.0,34.20,0.53,03:06:53:04,26.6,20h 58m,36.3,0.63,48.2,38.56,-30.3,-24.240000000000002,61.4,94.6,-4.20,-3.36
10/27/2017 01:02,10/30/2017 20:46,EURUSD,Buy,0.04,1.16410,1.16510,0.0000,-0.5000,10.0,3.50,0.05,03:19:43:27,3.5,3h 12m,66.9,4.53,14.2,5.68,-64.3,-25.72,18.1,94.6,-4.20,-1.68
10/26/2017 19:03,10/30/2017 20:46,EURUSD,Buy,0.02,1.16760,1.16510,0.0000,-0.5000,-25.0,-5.50,-0.09,04:01:43:10,0.0,0s,99.3,100.00,0.0,0.0,-99.3,-19.86,0.0,74.8,-25.00,-5.00
10/26/2017 16:51,10/30/2017 20:46,EURUSD,Buy,0.01,1.17020,1.16510,0.0000,-0.2600,-51.0,-5.36,-0.08,04:03:54:36,0.0,0s,125.3,126.58,0.0,0.0,-125.3,-12.530000000000001,0.0,59.3,-51.00,-5.10
10/26/2017 15:45,10/30/2017 20:46,EURUSD,Buy,0.01,1.17270,1.16510,0.0000,-0.2600,-76.0,-7.86,-0.12,04:05:01:23,0.0,0s,150.3,151.52,0.0,0.0,-150.3,-15.030000000000001,0.0,49.4,-76.00,-7.60
10/26/2017 14:33,10/26/2017 15:00,EURUSD,Buy,0.01,1.17450,1.17820,0.0000,0.0000,37.0,3.70,0.06,00:00:26:18,3.8,59s,47.6,1.29,37.0,3.7,-47.6,-4.760000000000001,43.7,100.0,0.00,0.00
10/26/2017 14:00,10/26/2017 15:00,EURUSD,Buy,0.01,1.17700,1.17820,0.0000,0.0000,12.0,1.20,0.02,00:01:00:07,1.7,1m,78.5,6.54,12.0,1.2000000000000002,-78.5,-7.8500000000000005,13.3,100.0,0.00,0.00
10/26/2017 04:23,10/26/2017 13:45,EURUSD,Sell,0.01,1.18310,1.17960,0.0000,0.0000,35.0,3.50,0.05,00:09:22:33,95.4,8h 56m,87.3,0.03,122.3,12.23,-3.3,-0.33,97.4,30.5,-87.30,-8.73
10/25/2017 16:15,10/26/2017 13:45,EURUSD,Sell,0.01,1.18060,1.17960,0.0000,0.0400,10.0,1.04,0.02,00:21:30:34,20.6,4h 25m,80.1,0.31,90.1,9.01,-27.7,-2.77,76.5,32.0,-80.10,-8.01
10/23/2017 01:35,10/25/2017 16:13,EURUSD,Buy,0.02,1.17590,1.18020,0.0000,-0.5000,43.0,8.10,0.13,02:14:38:28,57.6,1d 12h ,48.1,0.53,57.7,11.540000000000001,-30.3,-6.0600000000000005,65.6,83.3,-14.70,-2.94
10/20/2017 16:14,10/25/2017 16:13,EURUSD,Buy,0.01,1.17840,1.18020,0.0000,-0.3900,18.0,1.41,0.02,04:23:58:46,4.1,4h 55m,57.4,1.69,32.7,3.2700000000000005,-55.3,-5.53,37.2,83.3,-14.70,-1.47
10/20/2017 07:46,10/25/2017 16:13,EURUSD,Buy,0.01,1.18090,1.18020,0.0000,-0.3900,-7.0,-1.09,-0.02,05:08:27:13,3.4,4h 22m,91.0,7.51,10.7,1.07,-80.3,-8.03,11.8,80.5,-17.70,-1.77
10/19/2017 16:45,10/20/2017 04:00,EURUSD,Sell,0.01,1.18550,1.18220,0.0000,0.0100,33.0,3.31,0.05,00:11:15:11,99.3,11h 10m,30.6,0.06,36.8,3.6799999999999997,-2.1,-0.21000000000000002,94.6,90.2,-3.80,-0.38
10/19/2017 02:33,10/19/2017 10:18,EURUSD,Sell,0.01,1.18130,1.17750,0.0000,0.0000,38.0,3.80,0.06,00:07:44:42,93.2,7h 13m,34.5,0.23,38.0,3.8000000000000003,-8.7,-0.87,81.4,100.0,0.00,0.00
10/18/2017 18:30,10/19/2017 10:18,EURUSD,Sell,0.01,1.17870,1.17750,0.0000,0.0400,12.0,1.24,0.02,00:15:48:15,2.6,24m,35.7,2.89,12.0,1.2000000000000002,-34.7,-3.4700000000000006,25.7,100.0,0.00,0.00
10/18/2017 11:14,10/18/2017 15:38,EURUSD,Buy,0.08,1.17320,1.17760,0.0000,0.0000,44.0,35.20,0.55,00:04:23:31,100.0,4h 23m,11.3,0.02,44.0,35.2,0.0,0.0,100.0,100.0,0.00,0.00
10/17/2017 08:23,10/18/2017 15:38,EURUSD,Buy,0.04,1.17660,1.17760,0.0000,-0.5000,10.0,3.50,0.05,01:07:14:51,36.8,11h 29m,46.0,2.97,11.6,4.64,-34.4,-13.76,25.2,96.5,-1.60,-0.64
10/16/2017 04:06,10/18/2017 15:38,EURUSD,Buy,0.02,1.18010,1.17760,0.0000,-0.5000,-25.0,-5.50,-0.09,02:11:31:55,12.0,7h 8m,83.4,4.96,14.0,2.8000000000000003,-69.4,-13.880000000000003,16.8,53.2,-39.00,-7.80
10/13/2017 19:04,10/18/2017 15:38,EURUSD,Buy,0.01,1.18260,1.17760,0.0000,-0.3900,-50.0,-5.39,-0.08,04:20:33:32,0.0,0s,94.4,95.24,0.0,0.0,-94.4,-9.440000000000001,0.0,47.0,-50.00,-5.00
10/13/2017 14:31,10/18/2017 15:38,EURUSD,Buy,0.01,1.18510,1.17760,0.0000,-0.3900,-75.0,-7.89,-0.12,05:01:06:51,0.0,0s,119.4,120.48,0.0,0.0,-119.4,-11.940000000000001,0.0,37.2,-75.00,-7.50
10/13/2017 13:45,10/13/2017 14:31,EURUSD,Buy,0.01,1.18130,1.18470,0.0000,0.0000,34.0,3.40,0.05,00:00:46:25,,,,,,,,,,,,
10/11/2017 15:20,10/13/2017 13:40,EURUSD,Sell,0.04,1.18470,1.18120,0.0000,0.2400,35.0,14.24,0.22,01:22:19:52,52.4,1d ,36.6,0.88,35.2,14.080000000000002,-30.9,-12.36,53.3,99.7,-0.20,-0.08
10/10/2017 16:54,10/13/2017 13:40,EURUSD,Sell,0.02,1.18120,1.18120,0.0000,0.1500,0.0,0.15,0.00,02:20:46:08,10.5,7h 13m,82.2,4.04,16.3,0.0,-65.9,-0.0,19.8,80.2,-16.30,0.00
10/10/2017 08:22,10/13/2017 13:40,EURUSD,Sell,0.01,1.17870,1.18120,0.0000,0.0600,-25.0,-2.44,-0.04,03:05:17:55,2.4,1h 51m,101.5,8.58,10.6,1.06,-90.9,-9.090000000000002,10.4,64.9,-35.60,-3.56
10/10/2017 03:15,10/13/2017 13:40,EURUSD,Sell,0.01,1.17610,1.18120,0.0000,0.0600,-51.0,-5.04,-0.08,03:10:25:18,0.0,0s,116.9,117.65,0.0,0.0,-116.9,-11.690000000000001,0.0,56.4,-51.00,-5.10
10/09/2017 09:15,10/10/2017 03:11,EURUSD,Buy,0.01,1.17240,1.17570,0.0000,-0.1300,33.0,3.17,0.05,00:17:56:35,100.0,17h 56m,21.3,0.02,44.5,4.45,0.0,0.0,100.0,74.2,-11.50,-1.15
10/06/2017 05:58,10/09/2017 00:07,EURUSD,Buy,0.02,1.16960,1.17390,0.0000,-0.2500,43.0,8.35,0.13,02:18:09:08,95.8,2d 15h ,41.1,0.54,43.0,8.6,-23.4,-4.68,64.8,100.0,0.00,0.00
10/05/2017 15:20,10/09/2017 00:07,EURUSD,Buy,0.01,1.17210,1.17390,0.0000,-0.2600,18.0,1.54,0.02,03:08:47:10,72.7,2d 10h ,39.6,2.20,18.0,1.8,-39.6,-3.9600000000000004,31.2,100.0,0.00,0.00
10/05/2017 13:00,10/09/2017 00:07,EURUSD,Buy,0.01,1.17460,1.17390,0.0000,-0.2600,-7.0,-0.96,-0.02,03:11:07:09,0.0,0s,64.6,64.94,0.0,0.0,-64.6,-6.46,0.0,89.2,-7.00,-0.70
10/04/2017 04:15,10/05/2017 13:00,EURUSD,Sell,0.01,1.17780,1.17440,0.0000,0.0400,34.0,3.44,0.05,01:08:45:27,98.8,1d 8h ,35.3,0.18,37.5,3.75,-6.7,-0.67,84.8,92.1,-3.50,-0.35
10/03/2017 23:45,10/04/2017 02:45,EURUSD,Buy,0.01,1.17380,1.17720,0.0000,-0.0500,34.0,3.35,0.05,00:03:00:07,100.0,3h 0m,7.3,0.02,41.3,4.13,0.0,0.0,100.0,82.3,-7.30,-0.73
10/03/2017 03:00,10/03/2017 12:52,EURUSD,Buy,0.02,1.17150,1.17580,0.0000,0.0000,43.0,8.60,0.14,00:09:52:01,74.9,7h 23m,18.6,0.43,43.3,8.66,-18.6,-3.7200000000000006,70.0,99.5,-0.30,-0.06
10/02/2017 09:40,10/03/2017 12:52,EURUSD,Buy,0.01,1.17400,1.17580,0.0000,-0.1500,18.0,1.65,0.03,01:03:11:41,44.5,12h 6m,61.7,1.98,20.7,2.07,-41.0,-4.1000000000000005,33.5,95.6,-2.70,-0.27
10/02/2017 07:30,10/03/2017 12:52,EURUSD,Buy,0.01,1.17650,1.17580,0.0000,-0.1500,-7.0,-0.85,-0.01,01:05:22:13,0.0,0s,66.0,66.23,0.0,0.0,-66.0,-6.6000000000000005,0.0,89.4,-7.00,-0.70
09/29/2017 14:30,10/02/2017 03:20,EURUSD,Sell,0.01,1.18230,1.17830,0.0000,0.0100,40.0,4.01,0.06,02:12:49:51,99.4,2d 12h ,26.2,0.06,43.9,4.39,-2.5,-0.25,94.6,91.6,-3.90,-0.39
09/29/2017 08:45,10/02/2017 03:20,EURUSD,Sell,0.01,1.17930,1.17830,0.0000,0.0000,10.0,1.00,0.02,02:18:34:57,77.6,2d 3h ,38.7,2.78,13.9,1.3900000000000001,-38.7,-3.8700000000000006,26.4,92.6,-3.90,-0.39
09/27/2017 09:17,09/28/2017 16:08,EURUSD,Buy,0.32,1.17460,1.17980,0.0000,-13.9100,52.0,152.49,2.46,01:06:50:59,57.9,17h 51m,46.8,0.46,55.7,178.24,-25.8,-82.56,68.3,95.5,-3.70,-11.84
09/26/2017 16:22,09/28/2017 16:08,EURUSD,Buy,0.16,1.17810,1.17980,0.0000,-7.7300,17.0,19.47,0.31,01:23:45:37,32.2,15h 22m,89.0,2.16,28.2,45.120000000000005,-60.8,-97.28,31.7,87.4,-11.20,-17.92
09/25/2017 00:00,09/28/2017 16:08,EURUSD,Buy,0.01,1.19150,1.17980,0.0000,-0.5400,-117.0,-12.24,-0.20,03:16:08:29,6.0,5h 17m,215.0,9.50,20.5,2.0500000000000003,-194.5,-19.450000000000003,9.5,36.0,-137.50,-13.75
09/26/2017 09:49,09/28/2017 16:08,EURUSD,Buy,0.08,1.18160,1.17980,0.0000,-3.8700,-18.0,-18.27,-0.29,02:06:19:03,0.0,0s,95.8,96.15,0.0,0.0,-95.8,-76.64,0.0,81.2,-18.00,-14.40
09/22/2017 19:00,09/28/2017 16:08,EURUSD,Buy,0.01,1.19450,1.17980,0.0000,-0.5900,-147.0,-15.29,-0.24,05:21:08:29,0.2,16m,225.6,208.33,1.1,0.11000000000000001,-224.5,-22.450000000000003,0.5,34.4,-148.10,-14.81
09/25/2017 11:36,09/28/2017 16:08,EURUSD,Buy,0.02,1.18900,1.17980,0.0000,-1.0700,-92.0,-19.47,-0.31,03:04:31:57,0.0,0s,169.8,172.41,0.0,0.0,-169.8,-33.96,0.0,45.8,-92.00,-18.40
09/25/2017 17:25,09/28/2017 16:08,EURUSD,Buy,0.04,1.18550,1.17980,0.0000,-2.1400,-57.0,-24.94,-0.40,02:22:42:38,5.9,4h 10m,140.9,22.12,6.1,2.44,-134.8,-53.92000000000001,4.3,55.2,-63.10,-25.24
09/22/2017 09:42,09/22/2017 18:39,EURUSD,Sell,0.02,1.19930,1.19500,0.0000,0.0000,43.0,8.60,0.14,00:08:56:17,100.0,8h 56m,23.3,0.02,46.8,9.36,0.0,0.0,100.0,91.9,-3.80,-0.76
09/22/2017 07:59,09/22/2017 18:39,EURUSD,Sell,0.01,1.19680,1.19500,0.0000,0.0000,18.0,1.80,0.03,00:10:39:27,57.5,6h 7m,35.1,1.61,21.8,2.18,-35.1,-3.5100000000000002,38.3,93.3,-3.80,-0.38
09/21/2017 17:45,09/22/2017 18:39,EURUSD,Sell,0.01,1.19430,1.19500,0.0000,0.0000,-7.0,-0.70,-0.01,01:00:54:11,22.5,5h 36m,68.5,4.48,12.5,1.25,-56.0,-5.6000000000000005,18.2,71.5,-19.50,-1.95
09/20/2017 20:21,09/21/2017 17:17,EURUSD,Buy,0.02,1.18950,1.19380,0.0000,-0.2900,43.0,8.31,0.13,00:20:55:29,49.1,10h 16m,28.1,0.65,43.1,8.620000000000001,-28.1,-5.620000000000001,60.5,99.9,-0.10,-0.02
09/20/2017 20:16,09/21/2017 17:17,EURUSD,Buy,0.01,1.19200,1.19380,0.0000,-0.1500,18.0,1.65,0.03,00:21:00:27,20.3,4h 15m,53.1,2.93,18.1,1.8100000000000003,-53.1,-5.3100000000000005,25.4,99.9,-0.10,-0.01
09/20/2017 20:15,09/21/2017 17:17,EURUSD,Buy,0.01,1.19450,1.19380,0.0000,-0.1500,-7.0,-0.85,-0.01,00:21:02:18,0.0,0s,78.1,78.13,0.0,0.0,-78.1,-7.81,0.0,91.0,-7.00,-0.70
09/20/2017 03:44,09/20/2017 20:02,EURUSD,Sell,0.02,1.20140,1.19710,0.0000,0.0000,43.0,8.60,0.14,00:16:18:16,98.4,16h 2m,27.7,0.12,64.6,12.92,-7.5,-1.5,89.6,70.0,-21.60,-4.32
09/19/2017 07:20,09/20/2017 20:02,EURUSD,Sell,0.01,1.19890,1.19710,0.0000,0.0000,18.0,1.80,0.03,01:12:42:27,33.2,12h 11m,54.5,0.73,39.6,3.9600000000000004,-28.8,-2.8800000000000003,57.9,68.4,-21.60,-2.16
09/19/2017 02:15,09/20/2017 20:02,EURUSD,Sell,0.01,1.19620,1.19710,0.0000,0.0000,-9.0,-0.90,-0.01,01:17:47:39,7.4,3h 5m,55.8,4.43,12.6,1.26,-55.8,-5.58,18.4,68.4,-21.60,-2.16
09/18/2017 18:15,09/19/2017 02:05,EURUSD,Buy,0.01,1.19290,1.19620,0.0000,-0.0500,33.0,3.25,0.05,00:07:50:35,100.0,7h 50m,9.3,0.03,35.4,3.54,0.0,0.0,100.0,93.2,-2.40,-0.24
09/18/2017 13:15,09/18/2017 18:04,EURUSD,Sell,0.01,1.19660,1.19330,0.0000,0.0000,33.0,3.30,0.05,00:04:49:20,100.0,4h 49m,15.0,0.02,42.8,4.28,0.0,0.0,100.0,77.1,-9.80,-0.98
09/15/2017 19:15,09/18/2017 13:10,EURUSD,Buy,0.01,1.19350,1.19680,0.0000,-0.0500,33.0,3.25,0.05,02:17:55:12,96.0,2d 15h ,43.7,0.53,33.0,3.3000000000000003,-17.5,-1.75,65.3,100.0,0.00,0.00
09/15/2017 14:18,09/15/2017 19:09,EURUSD,Sell,0.01,1.19690,1.19340,0.0000,0.0000,35.0,3.50,0.06,00:04:51:27,100.0,4h 51m,6.4,0.03,36.2,3.6200000000000006,0.0,0.0,100.0,96.7,-1.20,-0.12
09/15/2017 11:15,09/15/2017 19:09,EURUSD,Sell,0.01,1.19440,1.19340,0.0000,0.0000,10.0,1.00,0.02,00:07:54:37,41.4,3h 16m,41.0,3.66,11.2,1.1199999999999999,-41.0,-4.1000000000000005,21.5,97.7,-1.20,-0.12
09/14/2017 14:30,09/14/2017 14:54,EURUSD,Buy,0.04,1.18640,1.19040,0.0000,0.0000,40.0,16.00,0.26,00:00:24:29,4.2,1m,0.0,0.03,40.0,16.0,0.0,0.0,100.0,100.0,0.00,0.00
09/13/2017 17:26,09/14/2017 14:54,EURUSD,Buy,0.02,1.19010,1.19040,0.0000,-0.2900,3.0,0.31,0.00,00:21:28:21,5.1,1h 5m,63.0,11.36,5.1,1.02,-57.9,-11.58,8.1,96.7,-2.10,-0.42
09/13/2017 16:09,09/14/2017 14:54,EURUSD,Buy,0.01,1.19260,1.19040,0.0000,-0.1500,-22.0,-2.35,-0.04,00:22:44:41,0.0,0s,82.9,83.33,0.0,0.0,-82.9,-8.290000000000001,0.0,73.5,-22.00,-2.20
09/13/2017 15:24,09/14/2017 14:54,EURUSD,Buy,0.01,1.19510,1.19040,0.0000,-0.1500,-47.0,-4.85,-0.08,00:23:29:50,0.0,0s,107.9,108.70,0.0,0.0,-107.9,-10.790000000000001,0.0,56.4,-47.00,-4.70
09/13/2017 04:00,09/13/2017 15:24,EURUSD,Sell,0.01,1.19830,1.19500,0.0000,0.0000,33.0,3.30,0.05,00:11:24:45,77.1,8h 47m,24.2,0.29,36.5,3.6500000000000004,-10.5,-1.05,77.7,92.6,-3.50,-0.35
09/12/2017 12:44,09/13/2017 03:52,EURUSD,Buy,0.04,1.19440,1.19800,0.0000,-0.2000,36.0,14.20,0.23,00:15:07:43,99.5,15h 3m,17.8,0.10,45.9,18.36,-4.4,-1.7600000000000002,91.3,80.3,-9.90,-3.96
09/11/2017 15:08,09/13/2017 03:52,EURUSD,Buy,0.02,1.19790,1.19800,0.0000,-0.2000,1.0,0.00,0.00,01:12:44:01,8.7,3h 11m,50.6,5.75,8.8,1.7600000000000002,-50.6,-10.120000000000001,14.8,86.9,-7.80,-1.56
09/11/2017 03:30,09/13/2017 03:52,EURUSD,Buy,0.01,1.20040,1.19800,0.0000,-0.1000,-24.0,-2.50,-0.04,02:00:21:51,13.2,6h 23m,101.0,2.98,25.4,2.54,-75.6,-7.56,25.1,51.1,-49.40,-4.94
09/08/2017 16:00,09/13/2017 03:52,EURUSD,Buy,0.01,1.20290,1.19800,0.0000,-0.1500,-49.0,-5.05,-0.08,04:11:52:24,2.7,2h 54m,109.4,11.44,8.8,0.8800000000000001,-100.6,-10.06,8.0,47.2,-57.80,-5.78
09/08/2017 04:48,09/08/2017 09:32,EURUSD,Sell,0.01,1.20730,1.20370,0.0000,0.0000,36.0,3.60,0.06,00:04:43:55,92.0,4h 21m,12.2,0.30,36.0,3.6,-10.9,-1.09,76.8,100.0,0.00,0.00
09/08/2017 04:30,09/08/2017 09:32,EURUSD,Sell,0.01,1.20470,1.20370,0.0000,0.0000,10.0,1.00,0.02,00:05:02:48,60.6,3h 3m,38.7,3.87,10.0,1.0,-38.7,-3.8700000000000006,20.5,100.0,0.00,0.00
09/07/2017 14:48,09/07/2017 15:37,EURUSD,Sell,0.01,1.20400,1.20000,0.0000,0.0000,40.0,4.00,0.06,00:00:48:57,2.1,1m,0.0,0.03,40.0,4.0,0.0,0.0,100.0,100.0,0.00,0.00
09/07/2017 14:45,09/07/2017 15:37,EURUSD,Sell,0.01,1.20130,1.20000,0.0000,0.0000,13.0,1.30,0.02,00:00:52:15,2.0,1m,0.0,0.08,13.0,1.3,0.0,0.0,100.0,100.0,0.00,0.00
09/07/2017 12:54,09/07/2017 14:34,EURUSD,Sell,0.01,1.19920,1.19400,0.0000,0.0000,52.0,5.20,0.08,00:01:40:33,1.0,1m,0.0,0.02,52.0,5.2,0.0,0.0,100.0,100.0,0.00,0.00
09/07/2017 10:30,09/07/2017 14:34,EURUSD,Sell,0.01,1.19660,1.19400,0.0000,0.0000,26.0,2.60,0.04,00:04:04:42,0.9,2m,81.5,3.11,26.0,2.6,-80.9,-8.090000000000002,24.3,100.0,0.00,0.00
09/07/2017 08:17,09/07/2017 09:46,EURUSD,Buy,0.01,1.19170,1.19520,0.0000,0.0000,35.0,3.50,0.06,00:01:28:25,1.2,1m,0.0,0.03,35.0,3.5,0.0,0.0,100.0,100.0,0.00,0.00
09/06/2017 10:15,09/06/2017 21:09,EURUSD,Sell,0.01,1.19420,1.19090,0.0000,0.0000,33.0,3.30,0.05,00:10:54:36,92.7,10h 6m,32.8,0.16,33.4,3.34,-5.4,-0.54,86.1,99.0,-0.40,-0.04
09/05/2017 16:45,09/05/2017 19:18,EURUSD,Sell,0.01,1.19340,1.19010,0.0000,0.0000,33.0,3.30,0.05,00:02:33:36,0.7,1m,0.0,0.03,33.0,3.3000000000000003,0.0,0.0,100.0,100.0,0.00,0.00
09/05/2017 09:45,09/05/2017 16:12,EURUSD,Buy,0.01,1.18790,1.19140,0.0000,0.0000,35.0,3.50,0.06,00:06:27:22,100.0,6h 27m,22.9,0.03,35.0,3.5,0.0,0.0,100.0,100.0,0.00,0.00
