Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
09/21/2018 09:13,09/21/2018 12:30,EURUSD,Sell,0.04,1.18000,1.17650,0.0000,0.0000,35.0,14.00,0.17,00:03:16:59,100.0,3h 16m,4.4,0.03,37.2,14.880000000000003,0.0,0.0,100.0,94.1,-2.20,-0.88
09/20/2018 14:02,09/21/2018 12:30,EURUSD,Sell,0.02,1.17650,1.17650,0.0000,0.0300,0.0,0.03,0.00,00:22:28:12,10.4,2h 20m,58.1,1.34,24.8,0.0,-33.3,-0.0,42.7,57.3,-24.80,0.00
09/20/2018 13:34,09/21/2018 12:30,EURUSD,Sell,0.01,1.17400,1.17650,0.0000,0.0100,-25.0,-2.49,-0.03,00:22:56:07,0.0,0s,58.3,58.48,0.0,0.0,-58.3,-5.83,0.0,57.1,-25.00,-2.50
09/20/2018 12:45,09/21/2018 12:30,EURUSD,Sell,0.01,1.17150,1.17650,0.0000,0.0100,-50.0,-4.99,-0.06,00:23:45:14,0.0,0s,83.3,83.33,0.0,0.0,-83.3,-8.33,0.0,40.0,-50.00,-5.00
09/19/2018 14:15,09/20/2018 09:39,EURUSD,Buy,0.01,1.16690,1.17020,0.0000,-0.4800,33.0,2.82,0.03,00:19:24:11,100.0,19h 24m,20.8,0.03,33.6,3.3600000000000003,0.0,0.0,100.0,98.2,-0.60,-0.06
09/19/2018 09:45,09/19/2018 14:10,EURUSD,Sell,0.01,1.17020,1.16670,0.0000,0.0000,35.0,3.50,0.04,00:04:25:02,100.0,4h 25m,11.6,0.03,38.1,3.8100000000000005,0.0,0.0,100.0,91.9,-3.10,-0.31
09/18/2018 18:45,09/19/2018 09:14,EURUSD,Buy,0.01,1.16600,1.16930,0.0000,-0.1600,33.0,3.14,0.04,00:14:29:08,96.6,13h 59m,26.6,0.13,34.4,3.44,-4.4,-0.44000000000000006,88.7,96.4,-1.40,-0.14
09/18/2018 05:42,09/18/2018 18:43,EURUSD,Sell,0.02,1.17020,1.16590,0.0000,0.0000,43.0,8.60,0.10,00:13:00:49,86.2,11h 13m,48.1,0.41,46.9,9.38,-19.1,-3.8200000000000003,71.1,94.1,-3.90,-0.78
09/17/2018 14:34,09/18/2018 18:43,EURUSD,Sell,0.01,1.16770,1.16590,0.0000,0.0100,18.0,1.81,0.02,01:04:09:17,22.8,6h 25m,48.5,1.89,20.7,2.07,-39.2,-3.9200000000000004,34.6,95.5,-2.70,-0.27
09/17/2018 11:00,09/18/2018 18:43,EURUSD,Sell,0.01,1.16520,1.16590,0.0000,0.0100,-7.0,-0.69,-0.01,01:07:43:37,0.0,0s,64.2,64.52,0.0,0.0,-64.2,-6.420000000000001,0.0,89.1,-7.00,-0.70
09/14/2018 21:58,09/17/2018 10:33,EURUSD,Buy,0.01,1.16230,1.16580,0.0000,-0.1600,35.0,3.34,0.04,02:12:34:58,23.5,14h 14m,17.4,0.04,35.7,3.5700000000000003,-1.3,-0.13,96.5,98.1,-0.70,-0.07
09/14/2018 18:15,09/17/2018 10:33,EURUSD,Buy,0.01,1.16480,1.16580,0.0000,-0.1600,10.0,0.84,0.01,02:16:18:20,5.5,3h 32m,27.4,2.56,10.7,1.07,-27.4,-2.74,28.1,98.2,-0.70,-0.07
09/13/2018 14:43,09/14/2018 14:59,EURUSD,Sell,0.02,1.16680,1.16680,0.0000,0.0300,0.0,0.03,0.00,01:00:16:00,1.1,16m,51.6,7.59,6.8,0.0,-51.6,-0.0,11.6,88.4,-6.80,0.00
09/12/2018 17:15,09/14/2018 14:59,EURUSD,Sell,0.01,1.16430,1.16680,0.0000,0.0600,-25.0,-2.44,-0.03,01:21:44:52,39.8,18h 12m,108.7,2.39,32.1,3.2100000000000004,-76.6,-7.66,29.5,47.5,-57.10,-5.71
09/12/2018 16:15,09/14/2018 14:59,EURUSD,Sell,0.01,1.16170,1.16680,0.0000,0.0600,-51.0,-5.04,-0.06,01:22:44:42,1.8,50m,108.7,16.84,6.1,0.61,-102.6,-10.26,5.6,47.5,-57.10,-5.71
09/14/2018 08:34,09/14/2018 14:59,EURUSD,Sell,0.04,1.17030,1.16680,0.0000,0.0000,35.0,14.00,0.17,00:06:25:48,96.4,6h 11m,10.5,0.08,41.8,16.72,-3.4,-1.36,92.5,85.0,-6.80,-2.72
09/11/2018 22:45,09/12/2018 08:55,EURUSD,Sell,0.01,1.16110,1.15780,0.0000,0.0100,33.0,3.31,0.04,00:10:10:14,100.0,10h 10m,15.2,0.02,40.3,4.03,0.0,0.0,100.0,81.9,-7.30,-0.73
09/11/2018 14:06,09/11/2018 22:35,EURUSD,Buy,0.01,1.15670,1.16020,0.0000,0.0000,35.0,3.50,0.04,00:08:29:02,100.0,8h 29m,13.6,0.03,35.6,3.5600000000000005,0.0,0.0,100.0,98.3,-0.60,-0.06
09/11/2018 12:04,09/11/2018 22:35,EURUSD,Buy,0.01,1.15920,1.16020,0.0000,0.0000,10.0,1.00,0.01,00:10:31:23,43.0,4h 31m,21.9,1.70,10.6,1.06,-18.0,-1.8,37.1,97.9,-0.60,-0.06
09/11/2018 08:49,09/11/2018 12:04,EURUSD,Sell,0.01,1.16270,1.15920,0.0000,0.0000,35.0,3.50,0.04,00:03:15:22,100.0,3h 15m,4.7,0.03,35.6,3.5600000000000005,0.0,0.0,100.0,98.3,-0.60,-0.06
09/10/2018 15:00,09/11/2018 12:04,EURUSD,Sell,0.01,1.16020,1.15920,0.0000,0.0100,10.0,1.01,0.01,00:21:04:18,76.6,16h 8m,60.1,1.71,22.2,2.22,-37.9,-3.79,36.9,79.7,-12.20,-1.22
09/07/2018 18:32,09/10/2018 14:59,EURUSD,Buy,0.02,1.15580,1.16020,0.0000,-0.3200,44.0,8.48,0.10,02:20:27:37,15.6,10h 40m,35.9,0.61,49.0,9.8,-30.0,-6.0,62.0,93.7,-5.00,-1.00
09/07/2018 14:33,09/10/2018 14:59,EURUSD,Buy,0.01,1.15830,1.16020,0.0000,-0.1600,19.0,1.74,0.02,03:00:26:10,4.8,3h 28m,55.0,2.29,24.0,2.4000000000000004,-55.0,-5.5,30.4,93.7,-5.00,-0.50
09/07/2018 13:27,09/10/2018 14:59,EURUSD,Buy,0.01,1.16090,1.16020,0.0000,-0.1600,-7.0,-0.86,-0.01,03:01:32:00,0.0,0s,81.0,81.30,0.0,0.0,-81.0,-8.1,0.0,91.4,-7.00,-0.70
09/06/2018 02:01,09/07/2018 13:27,EURUSD,Sell,0.01,1.16410,1.16020,0.0000,0.0100,39.0,3.91,0.05,01:11:25:32,88.3,1d 7h ,37.8,0.19,39.0,3.9000000000000004,-7.3,-0.73,84.2,100.0,0.00,0.00
09/05/2018 15:15,09/07/2018 13:27,EURUSD,Sell,0.01,1.16160,1.16020,0.0000,0.0600,14.0,1.46,0.02,01:22:12:18,8.4,3h 52m,37.8,2.59,14.0,1.4000000000000001,-36.2,-3.6200000000000006,27.9,100.0,0.00,0.00
09/05/2018 09:00,09/05/2018 15:06,EURUSD,Buy,0.01,1.15670,1.16000,0.0000,0.0000,33.0,3.30,0.04,00:06:05:56,100.0,6h 5m,27.8,0.02,60.8,6.08,0.0,0.0,100.0,54.3,-27.80,-2.78
09/05/2018 03:30,09/05/2018 08:52,EURUSD,Sell,0.01,1.15980,1.15650,0.0000,0.0000,33.0,3.30,0.04,00:05:22:22,100.0,5h 22m,7.1,0.03,33.1,3.3100000000000005,0.0,0.0,100.0,99.7,-0.10,-0.01
09/04/2018 16:00,09/04/2018 22:01,EURUSD,Buy,0.08,1.15410,1.15860,0.0000,0.0000,45.0,36.00,0.43,00:06:01:11,100.0,6h 1m,9.7,0.02,46.7,37.36000000000001,0.0,0.0,100.0,96.4,-1.70,-1.36
09/04/2018 08:36,09/04/2018 22:01,EURUSD,Buy,0.04,1.15770,1.15860,0.0000,0.0000,9.0,3.60,0.04,00:13:25:10,39.4,5h 17m,46.0,4.30,10.7,4.28,-46.0,-18.400000000000002,18.9,97.0,-1.70,-0.68
08/31/2018 14:39,09/04/2018 22:01,EURUSD,Buy,0.01,1.16380,1.15860,0.0000,-0.3200,-52.0,-5.52,-0.07,04:07:22:07,0.0,0s,105.5,106.38,0.0,0.0,-105.5,-10.55,0.0,50.7,-52.00,-5.20
08/31/2018 17:20,09/04/2018 22:01,EURUSD,Buy,0.02,1.16130,1.15860,0.0000,-0.6400,-27.0,-6.04,-0.07,04:04:40:33,12.5,12h 35m,94.8,5.63,14.3,2.8600000000000003,-80.5,-16.1,15.1,56.4,-41.30,-8.26
08/30/2018 15:15,09/04/2018 22:01,EURUSD,Buy,0.01,1.16650,1.15860,0.0000,-0.4800,-79.0,-8.38,-0.10,05:06:46:14,9.0,11h 24m,154.8,5.94,22.3,2.23,-132.5,-13.25,14.4,34.6,-101.30,-10.13
08/29/2018 16:16,08/30/2018 15:04,EURUSD,Sell,0.01,1.17060,1.16730,0.0000,0.0500,33.0,3.35,0.04,00:22:48:28,77.0,17h 33m,29.6,0.20,41.7,4.170000000000001,-8.3,-0.8300000000000001,83.4,82.6,-8.70,-0.87
08/29/2018 09:00,08/29/2018 16:16,EURUSD,Buy,0.01,1.16740,1.17070,0.0000,0.0000,33.0,3.30,0.04,00:07:15:59,52.8,3h 50m,20.1,0.61,33.0,3.3000000000000003,-20.0,-2.0,62.3,100.0,0.00,0.00
08/28/2018 15:55,08/29/2018 08:40,EURUSD,Sell,0.16,1.17280,1.16690,0.0000,0.3100,59.0,94.71,1.15,00:16:45:49,100.0,16h 45m,14.4,0.02,65.2,104.32000000000001,0.0,0.0,100.0,90.5,-6.20,-9.92
08/28/2018 02:43,08/29/2018 08:40,EURUSD,Sell,0.08,1.16930,1.16690,0.0000,0.1500,24.0,19.35,0.23,01:05:57:00,46.7,13h 59m,68.3,1.27,30.2,24.16,-38.2,-30.560000000000002,44.2,90.9,-6.20,-4.96
08/27/2018 16:23,08/29/2018 08:40,EURUSD,Sell,0.04,1.16590,1.16690,0.0000,0.1400,-10.0,-3.86,-0.05,01:16:17:02,0.0,0s,72.2,72.46,0.0,0.0,-72.2,-28.880000000000003,0.0,86.1,-10.00,-4.00
08/24/2018 13:55,08/29/2018 08:40,EURUSD,Sell,0.01,1.15980,1.16690,0.0000,0.0300,-71.0,-7.07,-0.09,04:18:44:53,0.1,6m,133.7,270.27,0.5,0.05,-133.2,-13.32,0.4,46.5,-71.50,-7.15
08/24/2018 16:04,08/29/2018 08:40,EURUSD,Sell,0.02,1.16240,1.16690,0.0000,0.0900,-45.0,-8.91,-0.11,04:16:36:50,51.6,2d 10h ,133.7,4.05,26.5,5.300000000000001,-107.2,-21.44,19.8,46.5,-71.50,-14.30
08/24/2018 07:45,08/29/2018 08:40,EURUSD,Sell,0.01,1.15730,1.16690,0.0000,0.0300,-96.0,-9.57,-0.12,05:00:55:45,1.2,1h 27m,171.1,12.27,12.9,1.29,-158.2,-15.82,7.5,36.4,-108.90,-10.89
08/23/2018 19:15,08/24/2018 07:35,EURUSD,Buy,0.01,1.15360,1.15690,0.0000,-0.1600,33.0,3.14,0.04,00:12:20:40,100.0,12h 20m,20.7,0.02,41.3,4.13,0.0,0.0,100.0,79.9,-8.30,-0.83
08/23/2018 13:00,08/23/2018 16:24,EURUSD,Sell,0.01,1.15880,1.15550,0.0000,0.0000,33.0,3.30,0.04,00:03:24:31,100.0,3h 24m,20.9,0.02,53.9,5.390000000000001,0.0,0.0,100.0,61.2,-20.90,-2.09
08/22/2018 13:12,08/23/2018 05:00,EURUSD,Sell,0.16,1.16130,1.15530,0.0000,0.7400,60.0,96.74,1.18,00:15:48:01,99.5,15h 43m,29.7,0.04,67.8,108.48,-2.6,-4.16,96.3,88.9,-7.80,-12.48
08/21/2018 19:39,08/23/2018 05:00,EURUSD,Sell,0.08,1.15770,1.15530,0.0000,0.4900,24.0,19.69,0.24,01:09:21:53,48.9,16h 18m,66.1,1.38,31.8,25.44,-43.8,-35.04,42.1,89.7,-7.80,-6.24
08/21/2018 02:34,08/23/2018 05:00,EURUSD,Sell,0.04,1.15410,1.15530,0.0000,0.2400,-12.0,-4.56,-0.06,02:02:26:51,25.3,12h 45m,120.4,1.77,43.5,17.400000000000002,-76.9,-30.760000000000005,36.1,53.9,-55.50,-22.20
08/20/2018 17:53,08/23/2018 05:00,EURUSD,Sell,0.01,1.14530,1.15530,0.0000,0.0600,-100.0,-9.94,-0.12,02:11:07:18,0.0,0s,164.9,166.67,0.0,0.0,-164.9,-16.490000000000002,0.0,39.4,-100.00,-10.00
08/17/2018 20:15,08/23/2018 05:00,EURUSD,Sell,0.01,1.14250,1.15530,0.0000,0.0700,-128.0,-12.73,-0.16,05:08:45:50,6.3,8h 6m,219.9,7.15,27.0,2.7,-192.9,-19.290000000000003,12.3,29.5,-155.00,-15.50
08/20/2018 21:56,08/23/2018 05:00,EURUSD,Sell,0.02,1.14780,1.15530,0.0000,0.1500,-75.0,-14.85,-0.18,02:07:04:46,0.0,0s,139.9,140.85,0.0,0.0,-139.9,-27.980000000000004,0.0,46.4,-75.00,-15.00
08/17/2018 10:15,08/17/2018 12:00,EURUSD,Sell,0.01,1.14150,1.13820,0.0000,0.0000,33.0,3.30,0.04,00:01:45:32,1.0,1m,0.0,0.03,33.0,3.3000000000000003,0.0,0.0,100.0,100.0,0.00,0.00
08/14/2018 17:16,08/17/2018 10:08,EURUSD,Buy,0.32,1.13580,1.14180,0.0000,-22.0400,60.0,169.96,2.12,02:16:52:23,51.6,1d 9h ,55.7,0.93,60.0,192.0,-55.7,-178.24,51.9,100.0,0.00,0.00
08/10/2018 19:06,08/17/2018 10:08,EURUSD,Buy,0.16,1.13930,1.14170,0.0000,-15.4500,24.0,22.95,0.29,06:15:02:50,18.9,1d 6h ,126.5,2.53,35.8,57.28,-90.7,-145.12,28.3,90.7,-11.80,-18.88
08/10/2018 15:15,08/17/2018 10:08,EURUSD,Buy,0.08,1.14280,1.14170,0.0000,-7.7500,-11.0,-16.55,-0.21,06:18:53:41,0.4,39m,126.5,158.73,0.8,0.6400000000000001,-125.7,-100.56,0.6,90.7,-11.80,-9.44
08/09/2018 21:39,08/17/2018 10:08,EURUSD,Buy,0.01,1.15360,1.14180,0.0000,-1.1200,-118.0,-12.92,-0.16,07:12:29:18,0.0,0s,233.7,238.10,0.0,0.0,-233.7,-23.37,0.0,49.5,-118.00,-11.80
08/09/2018 18:15,08/17/2018 10:08,EURUSD,Buy,0.01,1.15610,1.14180,0.0000,-1.1200,-143.0,-15.42,-0.19,07:15:53:43,0.0,0s,258.7,263.16,0.0,0.0,-258.7,-25.87,0.0,44.7,-143.00,-14.30
08/10/2018 07:09,08/17/2018 10:08,EURUSD,Buy,0.02,1.15060,1.14170,0.0000,-1.9500,-89.0,-19.75,-0.25,07:02:59:20,0.0,0s,203.7,204.08,0.0,0.0,-203.7,-40.74,0.0,56.3,-89.00,-17.80
08/10/2018 07:14,08/17/2018 10:08,EURUSD,Buy,0.04,1.14650,1.14170,0.0000,-3.9000,-48.0,-23.10,-0.29,07:02:54:47,1.2,2h 3m,175.0,13.25,12.3,4.920000000000001,-162.7,-65.08,7.0,65.5,-60.30,-24.12
08/09/2018 04:45,08/09/2018 09:30,EURUSD,Sell,0.01,1.16160,1.15830,0.0000,0.0000,33.0,3.30,0.04,00:04:45:44,100.0,4h 45m,9.7,0.03,39.7,3.9700000000000006,0.0,0.0,100.0,83.1,-6.70,-0.67
08/08/2018 05:05,08/08/2018 14:43,EURUSD,Sell,0.01,1.16130,1.15770,0.0000,0.0000,36.0,3.60,0.04,00:09:38:05,83.6,8h 3m,16.9,0.26,38.6,3.8600000000000003,-10.2,-1.02,79.1,94.7,-2.60,-0.26
08/07/2018 10:45,08/08/2018 14:43,EURUSD,Sell,0.01,1.15870,1.15770,0.0000,0.0100,10.0,1.01,0.01,01:03:58:43,16.5,4h 36m,44.7,4.00,10.0,1.0,-40.0,-4.0,20.0,100.0,0.00,0.00
08/06/2018 12:44,08/07/2018 08:48,EURUSD,Buy,0.01,1.15410,1.15760,0.0000,-0.1400,35.0,3.36,0.04,00:20:03:57,100.0,20h 3m,21.7,0.03,35.4,3.54,0.0,0.0,100.0,98.9,-0.40,-0.04
08/03/2018 22:45,08/07/2018 08:48,EURUSD,Buy,0.01,1.15660,1.15760,0.0000,-0.2800,10.0,0.72,0.01,03:10:03:38,6.7,5h 29m,36.7,3.22,10.4,1.04,-33.5,-3.35,23.7,99.1,-0.40,-0.04
08/03/2018 13:45,08/03/2018 15:32,EURUSD,Sell,0.01,1.16000,1.15670,0.0000,0.0000,33.0,3.30,0.04,00:01:46:29,1.0,1m,0.0,0.03,33.0,3.3000000000000003,0.0,0.0,100.0,100.0,0.00,0.00
08/03/2018 09:55,08/03/2018 13:22,EURUSD,Buy,0.04,1.15690,1.16040,0.0000,0.0000,35.0,14.00,0.17,00:03:27:05,100.0,3h 27m,7.4,0.03,35.2,14.080000000000002,0.0,0.0,100.0,99.4,-0.20,-0.08
08/02/2018 13:51,08/03/2018 13:22,EURUSD,Buy,0.02,1.16040,1.16040,0.0000,-0.2800,0.0,-0.28,0.00,00:23:31:33,8.9,2h 5m,57.3,2.82,15.0,0.0,-42.3,-0.0,26.2,73.8,-15.00,0.00
08/02/2018 09:01,08/03/2018 13:22,EURUSD,Buy,0.01,1.16300,1.16040,0.0000,-0.1400,-26.0,-2.74,-0.03,01:04:21:48,0.0,0s,68.3,68.49,0.0,0.0,-68.3,-6.83,0.0,61.9,-26.00,-2.60
08/02/2018 05:31,08/03/2018 13:22,EURUSD,Buy,0.01,1.16550,1.16040,0.0000,-0.1400,-51.0,-5.24,-0.06,01:07:51:39,0.0,0s,93.3,93.46,0.0,0.0,-93.3,-9.33,0.0,45.3,-51.00,-5.10
08/01/2018 09:45,08/01/2018 19:19,EURUSD,Sell,0.01,1.16920,1.16590,0.0000,0.0000,33.0,3.30,0.04,00:09:34:15,96.9,9h 16m,16.5,0.17,34.5,3.45,-5.9,-0.5900000000000001,85.4,96.3,-1.50,-0.15
07/31/2018 09:07,08/01/2018 04:39,EURUSD,Sell,0.02,1.17260,1.16830,0.0000,0.0300,43.0,8.63,0.11,00:19:32:14,87.1,17h 1m,23.0,0.44,43.8,8.76,-19.4,-3.88,69.3,98.7,-0.80,-0.16
07/30/2018 15:44,08/01/2018 04:39,EURUSD,Sell,0.01,1.17010,1.16830,0.0000,0.0200,18.0,1.82,0.02,01:12:55:24,34.6,12h 46m,42.0,2.27,18.5,1.85,-42.0,-4.2,30.6,99.2,-0.50,-0.05
07/30/2018 11:00,08/01/2018 04:39,EURUSD,Sell,0.01,1.16760,1.16830,0.0000,0.0200,-7.0,-0.68,-0.01,01:17:39:24,0.0,0s,67.0,67.11,0.0,0.0,-67.0,-6.7,0.0,89.6,-7.00,-0.70
07/27/2018 10:24,07/30/2018 09:53,EURUSD,Buy,0.02,1.16290,1.16730,0.0000,-0.2800,44.0,8.52,0.11,02:23:28:35,99.0,2d 22h ,14.4,0.11,44.0,8.8,-4.7,-0.9400000000000001,90.3,100.0,0.00,0.00
07/26/2018 16:41,07/30/2018 09:53,EURUSD,Buy,0.01,1.16540,1.16730,0.0000,-0.2800,19.0,1.62,0.02,03:17:12:11,74.0,2d 18h ,35.0,1.68,19.0,1.9000000000000001,-31.9,-3.19,37.3,100.0,0.00,0.00
07/26/2018 15:30,07/30/2018 09:53,EURUSD,Buy,0.01,1.16790,1.16730,0.0000,-0.2800,-6.0,-0.88,-0.01,03:18:23:15,0.0,0s,56.9,57.14,0.0,0.0,-56.9,-5.69,0.0,89.5,-6.00,-0.60
07/26/2018 03:23,07/26/2018 14:55,EURUSD,Sell,0.02,1.17430,1.16970,0.0000,0.0000,46.0,9.20,0.11,00:11:31:26,100.0,11h 31m,21.9,0.02,55.5,11.100000000000001,0.0,0.0,100.0,82.9,-9.50,-1.90
07/25/2018 21:38,07/26/2018 14:55,EURUSD,Sell,0.01,1.17180,1.16970,0.0000,0.0400,21.0,2.14,0.03,00:17:17:20,41.1,7h 6m,25.4,0.83,30.5,3.0500000000000003,-25.4,-2.54,54.6,83.0,-9.50,-0.95
07/25/2018 02:45,07/26/2018 14:55,EURUSD,Sell,0.01,1.16910,1.16970,0.0000,0.0400,-6.0,-0.56,-0.01,01:12:09:52,19.6,7h 5m,75.7,2.15,24.0,2.4000000000000004,-51.7,-5.170000000000001,31.7,60.4,-30.00,-3.00
07/24/2018 13:00,07/24/2018 18:00,EURUSD,Sell,0.01,1.17130,1.16800,0.0000,0.0000,33.0,3.30,0.04,00:05:00:14,98.0,4h 54m,13.7,0.10,34.0,3.4000000000000004,-3.4,-0.34,90.9,97.3,-1.00,-0.10
07/24/2018 08:08,07/24/2018 12:58,EURUSD,Buy,0.01,1.16750,1.17100,0.0000,0.0000,35.0,3.50,0.04,00:04:49:51,100.0,4h 49m,9.7,0.02,40.2,4.0200000000000005,0.0,0.0,100.0,87.1,-5.20,-0.52
07/23/2018 11:15,07/24/2018 12:58,EURUSD,Buy,0.01,1.17000,1.17100,0.0000,-0.1400,10.0,0.86,0.01,01:01:43:16,32.5,8h 21m,63.3,1.75,23.0,2.3000000000000003,-40.3,-4.03,36.3,79.5,-13.00,-1.30
07/23/2018 03:39,07/23/2018 10:54,EURUSD,Sell,0.04,1.17480,1.17130,0.0000,0.0000,35.0,14.00,0.17,00:07:15:21,100.0,7h 15m,25.7,0.02,41.0,16.400000000000002,0.0,0.0,100.0,85.4,-6.00,-2.40
07/20/2018 14:59,07/23/2018 10:54,EURUSD,Sell,0.02,1.17130,1.17130,0.0000,0.0300,0.0,0.03,0.00,02:19:55:34,6.3,4h 16m,44.2,4.26,8.4,0.0,-35.8,-0.0,19.0,81.0,-8.40,0.00
07/20/2018 14:43,07/23/2018 10:54,EURUSD,Sell,0.01,1.16880,1.17130,0.0000,0.0100,-25.0,-2.49,-0.03,02:20:11:15,0.0,0s,60.8,60.98,0.0,0.0,-60.8,-6.08,0.0,58.9,-25.00,-2.50
07/20/2018 07:00,07/23/2018 10:54,EURUSD,Sell,0.01,1.16620,1.17130,0.0000,0.0100,-51.0,-5.09,-0.06,03:03:54:33,5.0,3h 47m,107.9,4.12,21.1,2.1100000000000003,-86.8,-8.68,19.6,33.2,-72.10,-7.21
07/19/2018 19:19,07/19/2018 22:00,EURUSD,Sell,0.01,1.16740,1.16340,0.0000,0.0000,40.0,4.00,0.05,00:02:40:47,0.7,1m,0.0,0.03,40.0,4.0,0.0,0.0,100.0,100.0,0.00,0.00
07/19/2018 19:15,07/19/2018 22:00,EURUSD,Sell,0.01,1.16440,1.16340,0.0000,0.0000,10.0,1.00,0.01,00:02:45:38,0.7,1m,0.0,0.10,10.0,1.0,0.0,0.0,100.0,100.0,0.00,0.00
07/19/2018 14:30,07/19/2018 16:10,EURUSD,Buy,0.01,1.15820,1.16170,0.0000,0.0000,35.0,3.50,0.04,00:01:40:27,1.0,1m,0.0,0.03,35.0,3.5,0.0,0.0,100.0,100.0,0.00,0.00
07/19/2018 11:30,07/19/2018 16:10,EURUSD,Buy,0.01,1.16070,1.16170,0.0000,0.0000,10.0,1.00,0.01,00:04:40:29,67.2,3h 8m,31.0,2.12,14.6,1.46,-31.0,-3.1,32.0,89.9,-4.60,-0.46
07/18/2018 18:20,07/19/2018 09:06,EURUSD,Sell,0.01,1.16530,1.16200,0.0000,0.0400,33.0,3.34,0.04,00:14:45:30,96.8,14h 17m,18.7,0.06,38.2,3.8200000000000003,-2.3,-0.22999999999999998,94.3,87.2,-5.20,-0.52
07/18/2018 10:30,07/18/2018 18:11,EURUSD,Buy,0.02,1.16140,1.16570,0.0000,0.0000,43.0,8.60,0.11,00:07:41:37,90.1,6h 55m,17.1,0.27,43.0,8.6,-11.7,-2.34,78.6,100.0,0.00,0.00
07/18/2018 07:13,07/18/2018 18:11,EURUSD,Buy,0.01,1.16390,1.16570,0.0000,0.0000,18.0,1.80,0.02,00:10:58:01,42.9,4h 42m,36.7,2.04,18.0,1.8,-36.7,-3.6700000000000004,32.9,100.0,0.00,0.00
07/17/2018 18:00,07/18/2018 18:11,EURUSD,Buy,0.01,1.16640,1.16570,0.0000,-0.1400,-7.0,-0.84,-0.01,01:00:11:39,0.7,10m,59.6,58.82,1.0,0.1,-58.6,-5.86,1.7,86.6,-8.00,-0.80
07/17/2018 11:00,07/17/2018 14:47,EURUSD,Sell,0.02,1.17430,1.17000,0.0000,0.0000,43.0,8.60,0.11,00:03:46:38,100.0,3h 46m,5.4,0.02,43.0,8.6,0.0,0.0,100.0,100.0,0.00,0.00
07/16/2018 13:04,07/17/2018 14:47,EURUSD,Sell,0.01,1.17180,1.17000,0.0000,0.0100,18.0,1.81,0.02,01:01:42:42,79.3,20h 23m,46.3,1.08,22.3,2.23,-24.0,-2.4000000000000004,48.2,90.7,-4.30,-0.43
07/16/2018 07:15,07/17/2018 14:47,EURUSD,Sell,0.01,1.16930,1.17000,0.0000,0.0100,-7.0,-0.69,-0.01,01:07:32:18,0.3,5m,49.1,500.00,0.1,0.010000000000000002,-49.0,-4.9,0.2,85.5,-7.10,-0.71
07/13/2018 08:53,07/16/2018 07:05,EURUSD,Buy,0.02,1.16470,1.16910,0.0000,-0.2800,44.0,8.52,0.11,02:22:11:40,94.2,2d 18h ,27.1,0.58,46.5,9.3,-27.1,-5.420000000000001,63.2,96.6,-2.50,-0.50
07/11/2018 19:15,07/16/2018 07:05,EURUSD,Buy,0.01,1.16730,1.16910,0.0000,-0.7000,18.0,1.10,0.01,04:11:49:46,75.3,3d 9h ,79.0,2.50,22.6,2.2600000000000002,-56.4,-5.640000000000001,28.6,94.2,-4.60,-0.46
07/11/2018 19:00,07/16/2018 07:05,EURUSD,Buy,0.01,1.17000,1.16910,0.0000,-0.7000,-9.0,-1.60,-0.02,04:12:05:26,0.0,0s,83.4,84.03,0.0,0.0,-83.4,-8.340000000000002,0.0,89.2,-9.00,-0.90
07/11/2018 15:00,07/11/2018 16:55,EURUSD,Sell,0.01,1.17530,1.17200,0.0000,0.0000,33.0,3.30,0.04,00:01:55:22,0.9,1m,0.0,0.03,33.0,3.3000000000000003,0.0,0.0,100.0,100.0,0.00,0.00
07/11/2018 10:45,07/11/2018 14:45,EURUSD,Buy,0.01,1.17130,1.17470,0.0000,0.0000,34.0,3.40,0.04,00:03:59:49,89.2,3h 33m,12.0,0.33,36.5,3.6500000000000004,-12.0,-1.2000000000000002,75.3,94.8,-2.50,-0.25
07/10/2018 20:00,07/11/2018 10:45,EURUSD,Sell,0.01,1.17460,1.17130,0.0000,0.0100,33.0,3.31,0.04,00:14:45:28,100.0,14h 45m,17.0,0.03,34.4,3.44,0.0,0.0,100.0,95.9,-1.40,-0.14
07/10/2018 13:07,07/10/2018 17:27,EURUSD,Buy,0.01,1.16960,1.17310,0.0000,0.0000,35.0,3.50,0.04,00:04:20:15,100.0,4h 20m,9.6,0.03,35.0,3.5,0.0,0.0,100.0,100.0,0.00,0.00
07/10/2018 11:15,07/10/2018 17:27,EURUSD,Buy,0.01,1.17210,1.17310,0.0000,0.0000,10.0,1.00,0.01,00:06:12:46,54.9,3h 24m,22.8,2.28,10.0,1.0,-22.8,-2.2800000000000002,30.5,100.0,0.00,0.00
07/06/2018 14:37,07/10/2018 11:03,EURUSD,Sell,0.08,1.17600,1.17170,0.0000,0.2400,43.0,34.64,0.44,03:20:26:37,87.8,3d 9h ,54.1,0.64,45.1,36.080000000000005,-28.9,-23.12,60.9,97.2,-2.10,-1.68
