Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Gain
11/20/2020 14:40,11/20/2020 15:07,EURUSD,Sell,0.01,1.1872200000000002,1.18674,4.80000000000258,0.410000000000258,00:00:27:06,0.07
11/20/2020 15:15,11/20/2020 15:27,EURUSD,Sell,0.01,1.18629,1.18598,3.1000000000003247,0.24000000000003244,00:00:12:34,0.04
11/20/2020 15:30,11/20/2020 17:39,EURUSD,Sell,0.01,1.18571,1.18651,-7.999999999999119,-0.8699999999999118,00:02:09:02,-0.14
11/20/2020 15:35,11/20/2020 17:39,EURUSD,Sell,0.01,1.1862700000000002,1.18651,-2.3999999999979593,-0.30999999999979594,00:02:04:01,-0.05
11/20/2020 15:45,11/20/2020 17:39,EURUSD,Sell,0.01,1.18648,1.18651,-0.2999999999997449,-0.09999999999997448,00:01:54:02,-0.02
11/20/2020 15:50,11/20/2020 17:39,EURUSD,Sell,0.01,1.18664,1.18651,1.2999999999996348,0.059999999999963485,00:01:49:02,0.01
11/20/2020 16:00,11/20/2020 17:39,EURUSD,Sell,0.01,1.1868,1.18651,2.900000000001235,0.22000000000012346,00:01:38:55,0.04
11/20/2020 16:05,11/20/2020 17:39,EURUSD,Sell,0.01,1.187,1.18651,4.900000000001015,0.42000000000010146,00:01:34:02,0.07
11/20/2020 16:20,11/20/2020 17:39,EURUSD,Sell,0.02,1.18716,1.18651,6.500000000000394,1.160000000000079,00:01:19:01,0.2
11/20/2020 16:45,11/20/2020 17:39,EURUSD,Sell,0.02,1.18744,1.18651,9.300000000000974,1.720000000000195,00:00:54:02,0.29
11/20/2020 17:40,11/20/2020 17:48,EURUSD,Sell,0.01,1.18642,1.18612,2.9999999999996696,0.22999999999996693,00:00:08:04,0.04
11/20/2020 17:50,11/20/2020 17:55,EURUSD,Sell,0.01,1.18574,1.18543,3.1000000000003247,0.24000000000003244,00:00:05:13,0.04
11/20/2020 18:00,11/20/2020 18:49,EURUSD,Sell,0.01,1.18544,1.18544,-0.0,-0.06999999999999999,00:00:49:16,-0.01
11/20/2020 18:05,11/20/2020 18:49,EURUSD,Sell,0.01,1.18567,1.18544,2.2999999999995246,0.15999999999995246,00:00:44:17,0.03
11/20/2020 18:10,11/20/2020 18:49,EURUSD,Sell,0.01,1.1858600000000001,1.18544,4.20000000000087,0.35000000000008696,00:00:39:16,0.06
11/20/2020 18:15,11/20/2020 18:49,EURUSD,Sell,0.01,1.18601,1.18544,5.699999999999594,0.4999999999999594,00:00:34:17,0.08
11/20/2020 18:50,11/20/2020 19:27,EURUSD,Sell,0.01,1.1854,1.18518,2.20000000000109,0.150000000000109,00:00:37:35,0.03
11/20/2020 18:55,11/20/2020 19:27,EURUSD,Sell,0.01,1.18561,1.18518,4.300000000001525,0.3600000000001525,00:00:32:35,0.06
11/20/2020 19:30,11/20/2020 20:12,EURUSD,Sell,0.01,1.18517,1.1851200000000002,0.4999999999988347,-0.020000000000116525,00:00:42:33,0.0
11/20/2020 19:40,11/20/2020 20:12,EURUSD,Sell,0.01,1.18545,1.1851200000000002,3.299999999997194,0.2599999999997194,00:00:32:35,0.04
11/20/2020 19:50,11/20/2020 20:12,EURUSD,Sell,0.01,1.18563,1.1851200000000002,5.099999999997884,0.4399999999997884,00:00:22:38,0.07
11/20/2020 20:15,11/23/2020 10:39,EURUSD,Sell,0.01,1.1851399999999999,1.18636,-12.200000000002209,-1.290000000000221,02:14:24:43,-0.21
11/20/2020 20:30,11/23/2020 10:39,EURUSD,Sell,0.01,1.18554,1.18636,-8.20000000000043,-0.8900000000000429,02:14:09:43,-0.15
11/20/2020 20:40,11/23/2020 10:39,EURUSD,Sell,0.01,1.18577,1.18636,-5.9000000000009045,-0.6600000000000905,02:13:59:42,-0.11
11/20/2020 20:55,11/23/2020 10:39,EURUSD,Sell,0.01,1.18592,1.18636,-4.3999999999999595,-0.509999999999996,02:13:44:41,-0.08
11/20/2020 22:50,11/23/2020 10:39,EURUSD,Sell,0.01,1.18608,1.18636,-2.80000000000058,-0.350000000000058,02:11:49:43,-0.06
11/20/2020 23:40,11/23/2020 10:39,EURUSD,Sell,0.01,1.18623,1.18636,-1.3000000000018552,-0.20000000000018556,02:10:59:43,-0.03
11/23/2020 02:00,11/23/2020 10:39,EURUSD,Sell,0.02,1.18654,1.18636,1.7999999999984695,0.2199999999996939,00:08:39:43,0.04
11/23/2020 02:25,11/23/2020 10:39,EURUSD,Sell,0.02,1.18689,1.18636,5.299999999999194,0.9199999999998388,00:08:14:29,0.15
11/23/2020 02:30,11/23/2020 10:39,EURUSD,Sell,0.02,1.18709,1.18636,7.299999999998974,1.3199999999997947,00:08:09:43,0.22
11/23/2020 02:55,11/23/2020 10:39,EURUSD,Sell,0.02,1.1873,1.18636,9.399999999999409,1.7399999999998819,00:07:44:41,0.29
11/23/2020 03:15,11/23/2020 10:39,EURUSD,Sell,0.03,1.18761,1.18634,12.700000000001044,3.600000000000313,00:07:24:43,0.6
11/23/2020 10:40,11/23/2020 16:48,EURUSD,Sell,0.01,1.18642,1.18803,-16.099999999998893,-1.6799999999998894,00:06:08:40,-0.28
11/23/2020 10:45,11/23/2020 16:48,EURUSD,Sell,0.01,1.18692,1.18804,-11.200000000000099,-1.1900000000000097,00:06:03:39,-0.2
11/23/2020 10:50,11/23/2020 16:48,EURUSD,Sell,0.01,1.18707,1.18803,-9.599999999998499,-1.0299999999998497,00:05:58:40,-0.17
11/23/2020 11:15,11/23/2020 16:48,EURUSD,Sell,0.01,1.1874200000000001,1.18803,-6.099999999997774,-0.6799999999997774,00:05:33:39,-0.11
11/23/2020 11:25,11/23/2020 16:48,EURUSD,Sell,0.01,1.1882,1.18803,1.7000000000000348,0.10000000000000349,00:05:23:40,0.02
11/23/2020 13:00,11/23/2020 16:48,EURUSD,Sell,0.02,1.1895200000000001,1.18803,14.900000000002134,2.840000000000427,00:03:48:40,0.47
11/23/2020 13:15,11/23/2020 16:48,EURUSD,Sell,0.02,1.19031,1.18803,22.800000000000598,4.42000000000012,00:03:33:39,0.73
11/23/2020 10:55,11/23/2020 16:48,EURUSD,Sell,0.01,1.18725,1.18804,-7.900000000000684,-0.8600000000000684,00:05:53:41,-0.14
11/23/2020 12:55,11/23/2020 16:48,EURUSD,Sell,0.02,1.18852,1.18804,4.8000000000003595,0.8200000000000719,00:03:53:41,0.14
11/23/2020 19:30,11/23/2020 21:21,EURUSD,Sell,0.01,1.1831200000000002,1.18354,-4.199999999998649,-0.489999999999865,00:01:51:59,-0.08
11/23/2020 19:35,11/23/2020 21:21,EURUSD,Sell,0.01,1.1834799999999999,1.18354,-0.6000000000017103,-0.13000000000017103,00:01:46:59,-0.02
11/23/2020 19:40,11/23/2020 21:21,EURUSD,Sell,0.01,1.18391,1.18354,3.6999999999998145,0.29999999999998145,00:01:41:59,0.05
11/23/2020 19:55,11/23/2020 21:21,EURUSD,Sell,0.01,1.18425,1.18354,7.099999999999884,0.6399999999999884,00:01:26:59,0.1
11/23/2020 20:05,11/23/2020 21:21,EURUSD,Sell,0.01,1.18442,1.18354,8.799999999999919,0.809999999999992,00:01:16:53,0.13
11/23/2020 21:25,11/23/2020 22:59,EURUSD,Sell,0.01,1.18355,1.18372,-1.7000000000000348,-0.24000000000000352,00:01:34:17,-0.04
11/23/2020 21:30,11/23/2020 22:59,EURUSD,Sell,0.01,1.18385,1.18372,1.2999999999996348,0.059999999999963485,00:01:29:17,0.01
11/23/2020 21:35,11/23/2020 22:59,EURUSD,Sell,0.01,1.18404,1.18374,2.9999999999996696,0.22999999999996693,00:01:24:17,0.04
11/23/2020 22:05,11/23/2020 22:59,EURUSD,Sell,0.01,1.1847299999999998,1.18372,10.099999999997333,0.9399999999997334,00:00:54:17,0.15
11/24/2020 00:01,11/24/2020 01:19,EURUSD,Buy,0.01,1.1840899999999999,1.1843,2.100000000000435,0.14000000000004348,00:01:18:44,0.02
11/24/2020 00:30,11/24/2020 01:19,EURUSD,Buy,0.01,1.18391,1.1843,3.8999999999989043,0.3199999999998904,00:00:49:44,0.05
11/24/2020 01:20,11/24/2020 01:27,EURUSD,Buy,0.01,1.18435,1.18465,2.9999999999996696,0.22999999999996693,00:00:07:55,0.04
11/24/2020 01:30,11/24/2020 03:04,EURUSD,Buy,0.01,1.18462,1.18462,0.0,-0.06999999999999999,00:01:34:51,-0.01
11/24/2020 01:50,11/24/2020 03:04,EURUSD,Buy,0.01,1.1844299999999999,1.18462,1.900000000001345,0.12000000000013451,00:01:14:50,0.02
11/24/2020 01:55,11/24/2020 03:04,EURUSD,Buy,0.01,1.18422,1.18462,3.9999999999995595,0.32999999999995594,00:01:09:51,0.05
11/24/2020 02:05,11/24/2020 03:04,EURUSD,Buy,0.01,1.1839899999999999,1.18462,6.300000000001305,0.5600000000001305,00:00:59:50,0.09
11/24/2020 03:05,11/24/2020 04:45,EURUSD,Buy,0.01,1.1846700000000001,1.1846700000000001,0.0,-0.06999999999999999,00:01:40:41,-0.01
11/24/2020 03:15,11/24/2020 04:45,EURUSD,Buy,0.01,1.18445,1.1846700000000001,2.20000000000109,0.150000000000109,00:01:30:40,0.02
11/24/2020 03:20,11/24/2020 04:45,EURUSD,Buy,0.01,1.18426,1.1846700000000001,4.100000000000215,0.34000000000002145,00:01:25:42,0.06
11/24/2020 03:50,11/24/2020 04:45,EURUSD,Buy,0.01,1.1840899999999999,1.1846700000000001,5.80000000000247,0.510000000000247,00:00:55:42,0.08
11/24/2020 04:50,11/24/2020 06:45,EURUSD,Buy,0.01,1.18477,1.18496,1.8999999999991246,0.11999999999991247,00:01:55:12,0.02
11/24/2020 05:05,11/24/2020 06:45,EURUSD,Buy,0.01,1.18455,1.18496,4.100000000000215,0.34000000000002145,00:01:40:12,0.06
11/24/2020 06:50,11/24/2020 06:59,EURUSD,Buy,0.01,1.18498,1.18528,2.9999999999996696,0.22999999999996693,00:00:09:27,0.04
11/24/2020 07:00,11/24/2020 08:12,EURUSD,Buy,0.01,1.1854,1.18551,1.100000000000545,0.040000000000054506,00:01:12:13,0.01
11/24/2020 07:05,11/24/2020 08:12,EURUSD,Buy,0.01,1.18502,1.18551,4.900000000001015,0.42000000000010146,00:01:07:07,0.07
11/24/2020 08:15,11/24/2020 08:23,EURUSD,Buy,0.01,1.18533,1.18563,2.9999999999996696,0.22999999999996693,00:00:08:24,0.04
11/24/2020 08:30,11/24/2020 08:49,EURUSD,Sell,0.01,1.18559,1.18529,2.9999999999996696,0.22999999999996693,00:00:19:48,0.04
11/24/2020 08:55,11/24/2020 09:37,EURUSD,Sell,0.01,1.18525,1.1849399999999999,3.1000000000003247,0.24000000000003244,00:00:42:23,0.04
11/24/2020 09:40,11/24/2020 09:58,EURUSD,Sell,0.01,1.18475,1.18468,0.700000000000145,1.4499512701604544e-14,00:00:18:19,0.0
11/24/2020 09:45,11/24/2020 09:58,EURUSD,Sell,0.01,1.1852200000000002,1.18468,5.40000000000207,0.470000000000207,00:00:13:17,0.08
11/24/2020 10:00,11/24/2020 13:21,EURUSD,Sell,0.01,1.1848100000000001,1.18763,-28.199999999998226,-2.889999999999823,00:03:21:03,-0.46
11/24/2020 10:05,11/24/2020 13:21,EURUSD,Sell,0.01,1.18638,1.18763,-12.499999999999734,-1.3199999999999734,00:03:16:03,-0.21
11/24/2020 10:15,11/24/2020 13:21,EURUSD,Sell,0.01,1.18705,1.18763,-5.800000000000249,-0.650000000000025,00:03:06:03,-0.11
11/24/2020 10:20,11/24/2020 13:21,EURUSD,Sell,0.01,1.18749,1.18764,-1.500000000000945,-0.22000000000009454,00:03:01:03,-0.04
11/24/2020 10:30,11/24/2020 13:21,EURUSD,Sell,0.01,1.18764,1.18763,0.10000000000065512,-0.05999999999993448,00:02:51:03,-0.01
11/24/2020 10:45,11/24/2020 13:21,EURUSD,Sell,0.01,1.18784,1.18763,2.100000000000435,0.14000000000004348,00:02:36:02,0.02
11/24/2020 11:35,11/24/2020 13:21,EURUSD,Sell,0.02,1.18836,1.18763,7.300000000001194,1.3200000000002388,00:01:46:03,0.22
11/24/2020 11:45,11/24/2020 13:21,EURUSD,Sell,0.02,1.1886700000000001,1.18763,10.40000000000152,1.940000000000304,00:01:36:03,0.31
11/24/2020 12:20,11/24/2020 13:21,EURUSD,Sell,0.02,1.1889399999999999,1.18763,13.099999999999223,2.479999999999845,00:01:01:03,0.4
11/24/2020 12:25,11/24/2020 13:21,EURUSD,Sell,0.02,1.18939,1.18763,17.599999999999838,3.379999999999968,00:00:56:02,0.54
11/24/2020 13:30,11/24/2020 13:34,EURUSD,Sell,0.01,1.18763,1.1873200000000002,3.0999999999981043,0.2399999999998104,00:00:04:58,0.04
11/24/2020 13:35,11/24/2020 13:52,EURUSD,Sell,0.01,1.18735,1.18745,-0.9999999999998899,-0.169999999999989,00:00:17:44,-0.03
11/24/2020 13:40,11/24/2020 13:52,EURUSD,Sell,0.01,1.18777,1.18745,3.20000000000098,0.250000000000098,00:00:12:35,0.04
11/24/2020 13:45,11/24/2020 13:52,EURUSD,Sell,0.01,1.18812,1.18745,6.700000000001705,0.6000000000001705,00:00:07:44,0.09
11/24/2020 13:55,11/24/2020 13:59,EURUSD,Sell,0.01,1.1871,1.18672,3.8000000000004697,0.31000000000004696,00:00:04:04,0.05
11/24/2020 14:00,11/24/2020 14:26,EURUSD,Sell,0.01,1.18672,1.18679,-0.700000000000145,-0.1400000000000145,00:00:26:23,-0.02
11/24/2020 14:05,11/24/2020 14:26,EURUSD,Sell,0.01,1.1869100000000001,1.18679,1.2000000000012,0.05000000000012002,00:00:21:19,0.01
11/24/2020 14:10,11/24/2020 14:26,EURUSD,Sell,0.01,1.18724,1.18679,4.500000000000615,0.38000000000006146,00:00:16:23,0.06
11/24/2020 14:20,11/24/2020 14:26,EURUSD,Sell,0.01,1.18754,1.18679,7.500000000000284,0.6800000000000284,00:00:06:21,0.11
11/24/2020 14:30,11/24/2020 14:51,EURUSD,Sell,0.01,1.18645,1.18631,1.40000000000029,0.070000000000029,00:00:21:35,0.01
11/24/2020 14:35,11/24/2020 14:51,EURUSD,Sell,0.01,1.18676,1.18629,4.699999999999704,0.39999999999997043,00:00:16:22,0.06
11/24/2020 14:55,11/24/2020 15:08,EURUSD,Sell,0.01,1.18628,1.18625,0.2999999999997449,-0.0400000000000255,00:00:13:49,-0.01
11/24/2020 15:00,11/24/2020 15:08,EURUSD,Sell,0.01,1.1868299999999998,1.18625,5.799999999998029,0.5099999999998029,00:00:08:56,0.08
11/24/2020 15:10,11/24/2020 15:20,EURUSD,Buy,0.01,1.18661,1.1869299999999998,3.1999999999987594,0.2499999999998759,00:00:10:40,0.04
11/24/2020 15:25,11/24/2020 15:39,EURUSD,Buy,0.01,1.18688,1.18718,2.9999999999996696,0.22999999999996693,00:00:14:21,0.04
11/24/2020 15:50,11/24/2020 15:56,EURUSD,Sell,0.01,1.18684,1.1865299999999999,3.1000000000003247,0.24000000000003244,00:00:06:03,0.04
11/24/2020 16:05,11/24/2020 16:12,EURUSD,Buy,0.01,1.18564,1.18529,-3.5000000000007248,-0.4200000000000725,00:00:07:55,-0.07
11/24/2020 16:20,11/24/2020 16:49,EURUSD,Buy,0.01,1.1855200000000001,1.18519,-3.300000000001635,-0.4000000000001635,00:00:29:26,-0.06
11/24/2020 16:25,11/24/2020 16:49,EURUSD,Buy,0.01,1.18515,1.18519,0.40000000000040004,-0.029999999999959993,00:00:24:27,-0.01
11/24/2020 16:35,11/24/2020 16:49,EURUSD,Buy,0.01,1.1845700000000001,1.18519,6.199999999998429,0.549999999999843,00:00:14:26,0.09
11/24/2020 16:45,11/24/2020 16:49,EURUSD,Buy,0.01,1.18432,1.18519,8.699999999999264,0.7999999999999263,00:00:04:27,0.13
11/24/2020 16:50,11/24/2020 16:56,EURUSD,Buy,0.01,1.18515,1.18545,2.9999999999996696,0.22999999999996693,00:00:06:39,0.04
11/24/2020 17:00,11/24/2020 17:07,EURUSD,Buy,0.01,1.18646,1.18678,3.1999999999987594,0.2499999999998759,00:00:07:57,0.04
11/24/2020 17:10,11/24/2020 17:23,EURUSD,Buy,0.01,1.18646,1.18638,-0.8000000000008001,-0.15000000000008,00:00:13:21,-0.02
11/24/2020 17:15,11/24/2020 17:23,EURUSD,Buy,0.01,1.1857,1.18638,6.800000000000139,0.610000000000014,00:00:08:25,0.1
11/24/2020 17:25,11/24/2020 17:38,EURUSD,Buy,0.01,1.18636,1.18668,3.1999999999987594,0.2499999999998759,00:00:13:28,0.04
11/24/2020 17:45,11/24/2020 17:52,EURUSD,Buy,0.01,1.18734,1.18763,2.8999999999990145,0.2199999999999014,00:00:07:10,0.03
11/24/2020 17:55,11/24/2020 18:12,EURUSD,Buy,0.01,1.1876,1.18779,1.8999999999991246,0.11999999999991247,00:00:17:27,0.02
11/24/2020 18:00,11/24/2020 18:12,EURUSD,Buy,0.01,1.1873799999999999,1.18779,4.100000000000215,0.34000000000002145,00:00:12:27,0.05
11/24/2020 18:15,11/24/2020 18:20,EURUSD,Buy,0.01,1.1877799999999998,1.1880600000000001,2.8000000000028002,0.21000000000028,00:00:05:55,0.03
11/24/2020 18:30,11/24/2020 18:45,EURUSD,Sell,0.01,1.18822,1.18792,2.9999999999996696,0.22999999999996693,00:00:15:38,0.04
11/24/2020 19:00,11/24/2020 19:05,EURUSD,Sell,0.01,1.18741,1.18711,2.9999999999996696,0.22999999999996693,00:00:05:29,0.04
11/24/2020 19:10,11/24/2020 19:42,EURUSD,Sell,0.01,1.18666,1.18662,0.40000000000040004,-0.029999999999959993,00:00:32:26,-0.01
11/24/2020 19:20,11/24/2020 19:42,EURUSD,Sell,0.01,1.18718,1.18662,5.599999999998939,0.4899999999998939,00:00:22:26,0.08
11/24/2020 19:45,11/25/2020 08:22,EURUSD,Sell,0.01,1.1867,1.18941,-27.099999999999902,-2.7799999999999905,00:12:37:41,-0.44
11/24/2020 19:50,11/25/2020 08:22,EURUSD,Sell,0.01,1.18703,1.1894,-23.699999999999832,-2.4399999999999835,00:12:32:33,-0.38
11/24/2020 22:00,11/25/2020 08:22,EURUSD,Sell,0.02,1.1883,1.1894,-11.000000000001009,-2.3400000000002015,00:10:22:41,-0.37
11/24/2020 20:00,11/25/2020 08:22,EURUSD,Sell,0.01,1.18727,1.1894,-21.299999999999653,-2.1999999999999655,00:12:22:41,-0.35
11/24/2020 20:20,11/25/2020 08:22,EURUSD,Sell,0.01,1.18744,1.1894,-19.599999999999618,-2.029999999999962,00:12:02:41,-0.32
11/24/2020 22:25,11/25/2020 08:22,EURUSD,Sell,0.02,1.18851,1.1894,-8.900000000000574,-1.9200000000001147,00:09:57:41,-0.31
11/24/2020 20:35,11/25/2020 08:22,EURUSD,Sell,0.01,1.18779,1.1894,-16.100000000001113,-1.6800000000001114,00:11:47:41,-0.27
11/24/2020 20:45,11/25/2020 08:22,EURUSD,Sell,0.01,1.18798,1.18941,-14.300000000000423,-1.5000000000000424,00:11:37:41,-0.24
11/24/2020 22:50,11/25/2020 08:22,EURUSD,Sell,0.02,1.18876,1.18941,-6.500000000000394,-1.440000000000079,00:09:32:41,-0.23
11/24/2020 22:55,11/25/2020 08:22,EURUSD,Sell,0.02,1.18903,1.1894,-3.6999999999998145,-0.8799999999999629,00:09:27:41,-0.14
11/24/2020 23:00,11/25/2020 08:22,EURUSD,Sell,0.03,1.18923,1.1894,-1.7000000000000348,-0.7200000000000105,00:09:22:41,-0.12
11/24/2020 23:50,11/25/2020 08:22,EURUSD,Sell,0.03,1.1894,1.1894,-0.0,-0.20999999999999996,00:08:32:41,-0.03
11/25/2020 01:35,11/25/2020 08:22,EURUSD,Sell,0.04,1.1895799999999999,1.18941,1.6999999999978144,0.3999999999991258,00:06:47:37,0.07
11/25/2020 02:00,11/25/2020 08:22,EURUSD,Sell,0.04,1.18976,1.1894,3.5999999999991594,1.1599999999996637,00:06:22:41,0.19
11/25/2020 02:10,11/25/2020 08:22,EURUSD,Sell,0.05,1.19005,1.1894,6.500000000000394,2.9000000000001975,00:06:12:41,0.47
11/25/2020 03:10,11/25/2020 08:22,EURUSD,Sell,0.05,1.19023,1.1894,8.299999999998864,3.7999999999994323,00:05:12:37,0.61
11/25/2020 05:00,11/25/2020 08:22,EURUSD,Sell,0.06,1.1904700000000001,1.1894,10.700000000001264,6.000000000000759,00:03:22:41,0.96
11/25/2020 05:35,11/25/2020 08:22,EURUSD,Sell,0.06,1.19075,1.18941,13.399999999998968,7.619999999999381,00:02:47:41,1.21
11/25/2020 06:30,11/25/2020 08:22,EURUSD,Sell,0.08,1.19098,1.1894,15.799999999999148,12.07999999999932,00:01:52:41,1.89
11/25/2020 08:25,11/25/2020 10:49,EURUSD,Sell,0.01,1.18934,1.19054,-11.999999999998678,-1.269999999999868,00:02:24:01,-0.19
11/25/2020 08:50,11/25/2020 10:49,EURUSD,Sell,0.01,1.1895,1.19055,-10.499999999999954,-1.1199999999999952,00:01:58:56,-0.17
11/25/2020 09:00,11/25/2020 10:49,EURUSD,Sell,0.01,1.1898,1.19055,-7.500000000000284,-0.8200000000000284,00:01:48:37,-0.13
11/25/2020 09:10,11/25/2020 10:49,EURUSD,Sell,0.01,1.18995,1.19055,-5.999999999999339,-0.669999999999934,00:01:38:55,-0.1
11/25/2020 09:15,11/25/2020 10:49,EURUSD,Sell,0.01,1.19035,1.19054,-1.8999999999991246,-0.25999999999991247,00:01:33:58,-0.04
11/25/2020 09:40,11/25/2020 10:49,EURUSD,Sell,0.01,1.19123,1.19054,6.900000000000794,0.6200000000000795,00:01:08:58,0.1
11/25/2020 10:10,11/25/2020 10:49,EURUSD,Sell,0.02,1.1914799999999999,1.19054,9.399999999999409,1.7399999999998819,00:00:38:56,0.27
11/25/2020 10:15,11/25/2020 10:49,EURUSD,Sell,0.02,1.1927,1.19055,21.500000000000963,4.160000000000193,00:00:33:55,0.64
11/25/2020 11:00,11/25/2020 11:07,EURUSD,Buy,0.01,1.19082,1.19097,1.500000000000945,0.08000000000009451,00:00:07:35,0.01
11/25/2020 11:30,11/25/2020 11:35,EURUSD,Sell,0.01,1.1897799999999998,1.1894799999999999,2.9999999999996696,0.22999999999996693,00:00:05:05,0.03
11/25/2020 11:55,11/25/2020 14:47,EURUSD,Buy,0.01,1.19025,1.18941,-8.399999999999519,-0.9099999999999518,00:02:52:21,-0.14
11/25/2020 12:05,11/25/2020 14:47,EURUSD,Buy,0.01,1.1899,1.18941,-4.899999999998794,-0.5599999999998795,00:02:42:43,-0.09
11/25/2020 12:20,11/25/2020 14:47,EURUSD,Buy,0.01,1.18957,1.18941,-1.5999999999993797,-0.229999999999938,00:02:27:42,-0.03
11/25/2020 12:45,11/25/2020 14:47,EURUSD,Buy,0.01,1.18946,1.18941,-0.4999999999988347,-0.11999999999988346,00:02:02:39,-0.02
11/25/2020 13:20,11/25/2020 14:47,EURUSD,Buy,0.01,1.18882,1.18941,5.9000000000009045,0.5200000000000905,00:01:27:40,0.08
11/25/2020 13:25,11/25/2020 14:47,EURUSD,Buy,0.01,1.18839,1.18941,10.200000000000209,0.9500000000000209,00:01:22:31,0.14
11/25/2020 14:00,11/25/2020 14:47,EURUSD,Buy,0.02,1.18824,1.18941,11.700000000001154,2.200000000000231,00:00:47:33,0.34
11/25/2020 14:50,11/25/2020 14:59,EURUSD,Buy,0.01,1.18936,1.18959,2.2999999999995246,0.15999999999995246,00:00:09:02,0.02
11/25/2020 15:00,11/25/2020 15:20,EURUSD,Buy,0.01,1.18956,1.1895799999999999,0.1999999999990898,-0.05000000000009101,00:00:20:35,-0.01
11/25/2020 15:05,11/25/2020 15:20,EURUSD,Buy,0.01,1.18935,1.1895799999999999,2.2999999999995246,0.15999999999995246,00:00:15:32,0.02
11/25/2020 15:15,11/25/2020 15:20,EURUSD,Buy,0.01,1.1889399999999999,1.1895799999999999,6.399999999999739,0.569999999999974,00:00:05:31,0.09
11/25/2020 15:25,11/25/2020 15:31,EURUSD,Buy,0.01,1.19054,1.19084,2.9999999999996696,0.22999999999996693,00:00:05:36,0.03
