Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price,Commission,Swap,Pips
12/24/2019 04:52,12/24/2019 06:48,AUDUSD,Sell,0.5,0.69193,0.69139,-3.5,0,5.4
12/24/2019 03:29,12/24/2019 06:44,NZDUSD,Sell,0.5,0.66311,0.66259,-3.5,0,5.2
12/24/2019 03:29,12/24/2019 06:44,NZDUSD,Sell,0.5,0.66317,0.66259,-3.5,0,5.8
12/23/2019 18:34,12/24/2019 03:05,EURUSD,Sell,0.3,1.10941,1.10918,-2.1,1.47,2.3
12/23/2019 17:20,12/24/2019 02:47,NZDUSD,Sell,0.5,0.66222,0.66242,-3.5,-0.3,-2
12/23/2019 18:53,12/23/2019 19:13,GBPUSD,Buy,0.3,1.29099,1.29203,-2.1,0,10.4
12/23/2019 15:16,12/23/2019 16:09,AUDUSD,Sell,0.5,0.69202,0.69141,-3.5,0,6.1
12/23/2019 15:16,12/23/2019 16:09,NZDUSD,Sell,0.5,0.66208,0.66153,-3.5,0,5.5
12/23/2019 15:08,12/23/2019 16:08,GBPUSD,Buy,0.1,1.29221,1.29247,-0.7,0,2.6
12/23/2019 15:27,12/23/2019 16:08,NZDUSD,Sell,0.5,0.6622,0.66155,-3.5,0,6.5
12/23/2019 15:01,12/23/2019 15:57,GBPUSD,Buy,0.1,1.29334,1.29251,-0.7,0,-8.3
12/23/2019 15:20,12/23/2019 15:57,GBPUSD,Buy,0.1,1.29096,1.29254,-0.7,0,15.8
12/23/2019 13:45,12/23/2019 14:47,NZDUSD,Sell,0.5,0.66229,0.66146,-3.5,0,8.3
12/23/2019 13:46,12/23/2019 14:47,AUDUSD,Sell,0.5,0.69273,0.69165,-3.5,0,10.8
12/23/2019 12:01,12/23/2019 14:47,EURUSD,Sell,0.5,1.10838,1.10766,-3.5,0,7.2
12/23/2019 12:01,12/23/2019 14:44,EURUSD,Sell,0.3,1.10832,1.10768,-2.1,0,6.4
12/23/2019 13:03,12/23/2019 14:44,AUDUSD,Sell,0.5,0.69216,0.69184,-3.5,0,3.2
12/23/2019 13:04,12/23/2019 14:43,NZDUSD,Sell,0.5,0.66187,0.66155,-3.5,0,3.2
12/23/2019 14:24,12/23/2019 14:28,GBPUSD,Buy,0.3,1.29499,1.2946,-2.1,0,-3.9
12/23/2019 12:07,12/23/2019 13:56,XAUUSD,Sell,0.1,1484.73,1483.76,-0.7,0,97
