Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price,Commission,Swap,Pips
12/26/2019 12:44,12/26/2019 19:30,GBPUSD,Buy,0.3,1.29706,1.30134,-2.1,0,42.8
12/26/2019 15:10,12/26/2019 19:14,GBPUSD,Buy,0.3,1.29691,1.30095,-2.1,0,40.4
12/26/2019 14:00,12/26/2019 19:13,GBPUSD,Buy,0.3,1.29649,1.30094,-2.1,0,44.5
12/26/2019 02:54,12/26/2019 15:09,USDJPY,Sell,0.5,109.501,109.6,-3.5,0,-9.9
12/26/2019 02:54,12/26/2019 15:09,USDJPY,Sell,0.5,109.501,109.6,-3.5,0,-9.9
12/26/2019 10:00,12/26/2019 10:10,GBPUSD,Buy,0.3,1.29869,1.29817,-2.1,0,-5.2
12/26/2019 01:05,12/26/2019 03:58,XAUUSD,Sell,0.3,1499.21,1501.37,-2.1,0,-216
12/26/2019 01:35,12/26/2019 03:57,XAUUSD,Sell,0.3,1499.63,1501.03,-2.1,0,-140
12/24/2019 17:56,12/26/2019 03:57,XAUUSD,Sell,0.3,1498.49,1501.03,-2.1,7.04,-254
12/24/2019 17:57,12/26/2019 01:14,XAUUSD,Sell,0.3,1498.55,1497.76,-2.1,7.04,79
12/24/2019 18:08,12/24/2019 20:42,XAUUSD,Sell,0.3,1498.87,1498.79,-2.1,0,8
12/24/2019 18:08,12/24/2019 18:50,XAUUSD,Sell,0.3,1499.29,1498.41,-2.1,0,88
12/19/2019 23:11,12/24/2019 13:36,USDJPY,Sell,0.5,109.312,109.4,-3.5,-10.92,-8.8
12/23/2019 15:04,12/24/2019 12:18,USDJPY,Sell,0.5,109.424,109.4,-3.5,-3.64,2.4
12/24/2019 08:33,12/24/2019 11:32,AUDUSD,Sell,0.5,0.6919,0.69195,-3.5,0,-0.5
12/23/2019 20:23,12/24/2019 11:31,XTIUSD,Sell,1,60.7,60.69,0,-0.27,1
12/24/2019 09:17,12/24/2019 11:15,EURUSD,Sell,0.5,1.10855,1.10821,-3.5,0,3.4
12/24/2019 08:35,12/24/2019 11:11,AUDUSD,Sell,0.5,0.6919,0.69215,-3.5,0,-2.5
12/24/2019 09:17,12/24/2019 11:11,EURUSD,Sell,0.5,1.10856,1.1083,-3.5,0,2.6
12/24/2019 03:29,12/24/2019 06:48,NZDUSD,Sell,0.5,0.66311,0.66252,-3.5,0,5.9
