Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Change %
05/28/2013 00:43,05/28/2013 16:20,EURUSD,Sell,0.7,1.2929,1.2864,64.9999999999995,450.0999999999965,0,0
05/28/2013 17:37,05/29/2013 13:02,EURUSD,Buy,1.15,1.2873,1.2953,79.99999999999785,911.9499999999753,0,0
05/29/2013 16:52,05/30/2013 16:11,EURUSD,Buy,1.78,1.2956,1.3056,100.00000000000009,1767.5400000000016,0,0
05/30/2013 17:09,05/31/2013 11:40,EURUSD,Sell,4.7,1.3045,1.2977,67.99999999999918,3163.0999999999613,0,0
05/31/2013 12:27,06/03/2013 17:21,EURUSD,Buy,5.3,1.2984,1.3104,120.00000000000011,6322.900000000005,0,0
06/04/2013 12:27,06/04/2013 13:39,EURUSD,Buy,5.3,1.308,1.3085,4.999999999999449,227.8999999999708,0,0
06/13/2013 21:54,06/14/2013 11:16,EURUSD,Buy,0.7,1.3363,1.3313,-50.00000000000115,-354.90000000000805,0,0
06/18/2013 01:25,06/18/2013 17:24,EURUSD,Buy,0.4,1.3364,1.3414,49.999999999998934,197.19999999999573,0,0
06/17/2013 22:11,06/19/2013 20:28,EURUSD,Sell,0.4,1.3368,1.3318,49.999999999998934,197.19999999999573,0,0
06/18/2013 00:00,06/20/2013 00:00,EURUSD,Sell,0.4,1.3362,1.3298,63.999999999999616,253.19999999999848,0,0
06/20/2013 00:00,06/20/2013 09:44,EURUSD,Buy,0.4,1.3297,1.3229,-68.00000000000139,-274.8000000000056,0,0
06/19/2013 22:29,06/20/2013 09:48,EURUSD,Sell,0.4,1.3298,1.3226,72.00000000000095,285.2000000000038,0,0
06/20/2013 17:41,06/21/2013 14:11,EURUSD,Sell,0.8,1.3206,1.3188,18.000000000000238,138.4000000000019,0,0
06/19/2013 20:06,06/21/2013 22:54,EURUSD,Sell,0.4,1.3353,1.3124,228.9999999999992,913.199999999997,0,0
06/25/2013 10:50,06/26/2013 12:27,EURUSD,Buy,0.4,1.3137,1.3017,-120.00000000000011,-482.8000000000005,0,0
06/25/2013 00:00,06/27/2013 15:45,EURUSD,Sell,0.4,1.3122,1.3047,75.00000000000063,297.2000000000025,0,0
06/28/2013 08:20,06/28/2013 16:13,EURUSD,Sell,0.4,1.3066,1.3016,49.999999999998934,197.19999999999573,0,0
07/01/2013 12:20,07/02/2013 14:51,EURUSD,Sell,0.4,1.3046,1.2996,49.999999999998934,197.19999999999573,0,0
06/25/2013 03:00,07/02/2013 20:39,EURUSD,Buy,0.4,1.3129,1.2979,-149.99999999999903,-602.7999999999961,0,0
06/28/2013 15:50,07/03/2013 17:14,EURUSD,Sell,0.4,1.3049,1.3023,25.999999999999357,101.19999999999743,0,0
07/02/2013 03:00,07/04/2013 14:37,EURUSD,Buy,0.4,1.3063,1.2913,-150.00000000000125,-602.800000000005,0,0
07/01/2013 09:25,07/04/2013 14:37,EURUSD,Buy,0.4,1.3035,1.2915,-120.00000000000011,-482.8000000000005,0,0
07/03/2013 21:16,07/04/2013 14:55,EURUSD,Buy,0.4,1.3007,1.2887,-120.00000000000011,-482.8000000000005,0,0
07/04/2013 03:00,07/05/2013 14:30,EURUSD,Buy,0.4,1.3006,1.2856,-149.99999999999903,-602.7999999999961,0,0
07/04/2013 14:42,07/05/2013 14:30,EURUSD,Sell,0.4,1.2919,1.2862,57.000000000000384,225.20000000000152,0,0
07/04/2013 14:43,07/05/2013 14:30,EURUSD,Sell,0.4,1.2924,1.2854,69.99999999999895,277.1999999999958,0,0
07/04/2013 17:07,07/05/2013 14:30,EURUSD,Sell,0.4,1.2919,1.2847,72.00000000000095,285.2000000000038,0,0
07/09/2013 09:15,07/09/2013 16:19,EURUSD,Sell,0.4,1.2881,1.2831,50.00000000000115,197.2000000000046,0,0
07/08/2013 12:50,07/09/2013 16:30,EURUSD,Sell,0.4,1.2852,1.2802,49.999999999998934,197.19999999999573,0,0
07/08/2013 16:20,07/09/2013 16:30,EURUSD,Sell,0.4,1.2853,1.2803,50.00000000000115,197.2000000000046,0,0
07/09/2013 18:16,07/10/2013 09:25,EURUSD,Sell,0.4,1.2779,1.2809,-29.999999999998916,-122.79999999999568,0,0
07/09/2013 17:01,07/10/2013 10:13,EURUSD,Sell,0.4,1.2789,1.2827,-38.000000000000256,-154.80000000000103,0,0
07/10/2013 07:49,07/10/2013 11:03,EURUSD,Sell,0.4,1.2792,1.2832,-40.000000000000036,-162.80000000000015,0,0
07/09/2013 16:25,07/10/2013 16:59,EURUSD,Sell,0.4,1.2818,1.2858,-40.000000000000036,-162.80000000000015,0,0
07/10/2013 14:50,07/10/2013 20:01,EURUSD,Buy,0.4,1.2826,1.2876,50.00000000000115,197.2000000000046,0,0
07/08/2013 15:15,07/10/2013 20:14,EURUSD,Buy,0.4,1.2861,1.2911,49.999999999998934,197.19999999999573,0,0
07/10/2013 10:35,07/10/2013 20:15,EURUSD,Sell,0.4,1.2812,1.2932,-120.00000000000011,-482.8000000000005,0,0
07/10/2013 20:27,07/10/2013 22:53,EURUSD,Buy,0.4,1.2903,1.2978,75.00000000000063,297.2000000000025,0,0
07/10/2013 19:45,07/10/2013 22:53,EURUSD,Sell,0.4,1.2854,1.2974,-120.00000000000011,-482.8000000000005,0,0
07/10/2013 20:50,07/10/2013 23:11,EURUSD,Sell,0.4,1.2874,1.2994,-120.00000000000011,-482.8000000000005,0,0
07/10/2013 22:54,07/10/2013 23:43,EURUSD,Buy,0.4,1.2973,1.3023,50.00000000000115,197.2000000000046,0,0
07/10/2013 22:54,07/11/2013 00:22,EURUSD,Buy,0.4,1.2968,1.3038,70.00000000000117,277.2000000000047,0,0
07/11/2013 00:00,07/11/2013 00:46,EURUSD,Sell,0.4,1.3015,1.3085,-69.99999999999895,-282.7999999999958,0,0
07/11/2013 00:49,07/11/2013 00:55,EURUSD,Buy,0.4,1.3138,1.3199,60.99999999999994,241.19999999999976,0,0
07/10/2013 20:28,07/11/2013 00:55,EURUSD,Buy,0.4,1.2896,1.3199,302.99999999999994,1209.1999999999998,0,0
07/11/2013 00:51,07/11/2013 00:57,EURUSD,Buy,0.4,1.3133,1.3203,70.00000000000117,277.2000000000047,0,0
07/11/2013 01:01,07/11/2013 01:21,EURUSD,Buy,0.4,1.317,1.313,-40.000000000000036,-162.80000000000015,0,0
07/11/2013 01:02,07/11/2013 02:03,EURUSD,Buy,0.8,1.3162,1.3094,-68.00000000000139,-549.6000000000112,0,0
07/11/2013 00:49,07/11/2013 05:49,EURUSD,Sell,0.4,1.3145,1.3134,11.000000000001009,41.20000000000404,0,0
07/11/2013 04:49,07/11/2013 05:51,EURUSD,Sell,0.4,1.3105,1.3145,-40.000000000000036,-162.80000000000015,0,0
07/11/2013 05:20,07/11/2013 09:11,EURUSD,Sell,0.4,1.3097,1.3047,50.00000000000115,197.2000000000046,0,0
07/11/2013 09:41,07/11/2013 12:34,EURUSD,Sell,0.4,1.3038,1.3068,-29.999999999998916,-122.79999999999568,0,0
07/11/2013 21:06,07/12/2013 08:41,EURUSD,Buy,0.4,1.3101,1.3071,-30.000000000001137,-122.80000000000456,0,0
07/11/2013 21:03,07/12/2013 08:42,EURUSD,Buy,0.4,1.3106,1.3068,-38.000000000000256,-154.80000000000103,0,0
07/11/2013 23:50,07/16/2013 17:31,EURUSD,Buy,0.4,1.3097,1.3147,49.999999999998934,197.19999999999573,0,0
07/16/2013 17:50,07/17/2013 16:47,EURUSD,Sell,0.4,1.3136,1.3086,50.00000000000115,197.2000000000046,0,0
07/17/2013 16:45,07/17/2013 18:46,EURUSD,Sell,0.4,1.3098,1.3133,-34.999999999998366,-142.79999999999347,0,0
07/16/2013 13:40,07/18/2013 15:05,EURUSD,Sell,0.4,1.3123,1.3073,50.00000000000115,197.2000000000046,0,0
07/19/2013 21:13,07/22/2013 15:45,EURUSD,Buy,0.4,1.3142,1.3192,49.999999999998934,197.19999999999573,0,0
07/22/2013 00:40,07/22/2013 15:50,EURUSD,Buy,0.4,1.3147,1.3197,50.00000000000115,197.2000000000046,0,0
07/17/2013 01:20,07/22/2013 16:00,EURUSD,Buy,0.4,1.3155,1.3205,50.00000000000115,197.2000000000046,0,0
07/22/2013 10:41,07/22/2013 16:04,EURUSD,Buy,0.4,1.3163,1.3213,49.999999999998934,197.19999999999573,0,0
07/16/2013 15:20,07/23/2013 16:49,EURUSD,Sell,0.4,1.3102,1.3222,-120.00000000000011,-482.8000000000005,0,0
07/22/2013 02:00,07/23/2013 16:49,EURUSD,Sell,0.4,1.3156,1.3224,-67.99999999999918,-274.7999999999967,0,0
07/22/2013 15:55,07/24/2013 14:50,EURUSD,Buy,0.4,1.3197,1.3217,20.000000000000018,77.20000000000007,0,0
07/25/2013 10:35,07/25/2013 14:38,EURUSD,Sell,0.4,1.3187,1.3228,-40.99999999999993,-166.79999999999976,0,0
07/25/2013 08:45,07/25/2013 21:08,EURUSD,Buy,0.4,1.3214,1.3264,50.00000000000115,197.2000000000046,0,0
07/25/2013 09:55,07/25/2013 21:08,EURUSD,Buy,0.4,1.3221,1.3271,49.999999999998934,197.19999999999573,0,0
