Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price,Pips,Profit
06/29/2018 21:50,07/10/2018 12:00,EURUSD,Sell,0.35,1.16716,1.1719,-47.4,-152.59
06/29/2018 21:50,07/09/2018 09:09,EURUSD,Buy,0.35,1.16743,1.17743,100,319.53
06/28/2018 21:50,06/29/2018 05:36,EURUSD,Buy,1.4,1.15568,1.15872,30.4,410.37
06/26/2018 21:50,06/29/2018 05:36,EURUSD,Buy,0.35,1.1647,1.15872,-59.8,-228.34
06/26/2018 21:50,06/27/2018 22:15,EURUSD,Sell,0.35,1.16441,1.15441,100,351.48
06/26/2018 21:50,06/27/2018 03:06,EURUSD,Buy,1.4,1.16468,1.16439,-2.9,-55.83
06/25/2018 21:50,06/26/2018 12:09,EURUSD,Sell,1.4,1.17079,1.16691,38.8,549.11
06/19/2018 21:50,06/26/2018 12:09,EURUSD,Sell,0.35,1.15757,1.16691,-93.4,-316.55
06/19/2018 21:50,06/25/2018 14:20,EURUSD,Buy,0.35,1.15783,1.16783,100,327.15
06/18/2018 21:50,06/19/2018 02:41,EURUSD,Buy,22.4,1.16192,1.16249,5.7,1033.09
06/15/2018 21:50,06/19/2018 02:41,EURUSD,Buy,5.6,1.16105,1.16249,14.4,684.54
06/14/2018 21:50,06/19/2018 02:41,EURUSD,Buy,1.4,1.16055,1.16249,19.4,225.91
06/08/2018 21:50,06/19/2018 02:41,EURUSD,Buy,0.35,1.17732,1.16249,-148.3,-553.33
06/08/2018 21:50,06/14/2018 16:18,EURUSD,Sell,0.35,1.17709,1.16709,100,358.87
06/07/2018 21:50,06/08/2018 09:20,EURUSD,Sell,5.6,1.18118,1.17866,25.2,1434.83
06/06/2018 21:50,06/08/2018 09:20,EURUSD,Sell,1.4,1.17635,1.17866,-23.1,-299.77
05/30/2018 21:50,06/08/2018 09:20,EURUSD,Sell,0.35,1.16479,1.17866,-138.7,-469.19
05/30/2018 21:50,06/06/2018 09:32,EURUSD,Buy,0.35,1.16503,1.17503,100,323.34
05/29/2018 21:50,05/30/2018 09:15,EURUSD,Buy,5.6,1.15292,1.1566,36.8,1999.87
05/24/2018 21:50,05/30/2018 09:15,EURUSD,Buy,0.35,1.17304,1.1566,-164.4,-590.24
05/28/2018 21:50,05/30/2018 09:15,EURUSD,Buy,1.4,1.16287,1.1566,-62.7,-908.26
05/24/2018 21:50,05/28/2018 15:34,EURUSD,Sell,0.35,1.17278,1.16278,100,353.16
05/23/2018 21:50,05/24/2018 11:30,EURUSD,Buy,1.4,1.17065,1.17379,31.4,396.34
05/17/2018 21:50,05/24/2018 11:30,EURUSD,Buy,0.35,1.18016,1.17379,-63.7,-248.21
05/17/2018 21:50,05/23/2018 14:42,EURUSD,Sell,0.35,1.17991,1.16991,100,356.32
05/16/2018 21:50,05/17/2018 05:12,EURUSD,Buy,5.6,1.18066,1.18297,23.1,1120.56
05/15/2018 21:50,05/17/2018 05:12,EURUSD,Buy,1.4,1.18538,1.18297,-24.1,-395.08
05/10/2018 21:50,05/17/2018 05:12,EURUSD,Buy,0.35,1.1929,1.18297,-99.3,-372.81
05/10/2018 21:50,05/15/2018 16:49,EURUSD,Sell,0.35,1.19261,1.18261,100,354.74
05/09/2018 21:50,05/10/2018 09:38,EURUSD,Buy,5.6,1.18626,1.18766,14,610.96
05/08/2018 21:50,05/10/2018 09:38,EURUSD,Buy,1.4,1.18681,1.18766,8.5,61.32
05/04/2018 21:50,05/10/2018 09:38,EURUSD,Buy,0.35,1.19611,1.18766,-84.5,-317.4
05/04/2018 21:50,05/08/2018 16:04,EURUSD,Sell,0.35,1.19585,1.18585,100,353.16
04/26/2018 21:50,05/04/2018 16:18,EURUSD,Buy,0.1,1.21074,1.19242,-183.2,-191.44
05/01/2018 21:50,05/04/2018 16:18,EURUSD,Buy,0.4,1.1997,1.19242,-72.8,-311.8
05/02/2018 21:50,05/04/2018 16:18,EURUSD,Buy,1.6,1.20052,1.19242,-81,-1361.92
05/03/2018 21:50,05/04/2018 16:18,EURUSD,Buy,6.4,1.19996,1.19242,-75.4,-4891.52
04/26/2018 21:50,05/01/2018 17:13,EURUSD,Sell,0.1,1.21046,1.20046,100,101.35
04/25/2018 21:50,04/26/2018 15:55,EURUSD,Buy,6.4,1.21792,1.22001,20.9,1139.84
04/23/2018 21:50,04/26/2018 15:55,EURUSD,Buy,0.4,1.22131,1.22001,-13,-72.6
04/19/2018 21:50,04/26/2018 15:55,EURUSD,Buy,0.1,1.23407,1.22001,-140.6,-147.81
04/24/2018 21:50,04/26/2018 15:55,EURUSD,Buy,1.6,1.22392,1.22001,-39.1,-691.52
04/19/2018 21:50,04/23/2018 12:00,EURUSD,Sell,0.1,1.23381,1.22381,100,100.9
04/18/2018 21:50,04/19/2018 11:36,EURUSD,Sell,1.6,1.23768,1.23624,14.4,252
04/17/2018 21:50,04/19/2018 11:36,EURUSD,Sell,0.4,1.23634,1.23624,1,11.2
04/02/2018 21:50,04/19/2018 11:36,EURUSD,Sell,0.1,1.23013,1.23624,-61.1,-52.55
04/02/2018 21:50,04/17/2018 10:13,EURUSD,Buy,0.1,1.23036,1.24036,100,84.55
03/30/2018 21:50,04/02/2018 14:33,EURUSD,Buy,1.6,1.23236,1.23327,9.1,129.12
03/29/2018 21:50,04/02/2018 14:33,EURUSD,Buy,0.4,1.23081,1.23327,24.6,90.16
03/27/2018 21:50,04/02/2018 14:33,EURUSD,Buy,0.1,1.24031,1.23327,-70.4,-76.62
03/27/2018 21:50,03/29/2018 10:41,EURUSD,Sell,0.1,1.24004,1.23004,100,101.69
03/26/2018 21:50,03/27/2018 12:52,EURUSD,Sell,0.4,1.24565,1.24153,41.2,166.49
03/08/2018 20:50,03/27/2018 12:52,EURUSD,Sell,0.1,1.23124,1.24153,-102.9,-95.74
03/08/2018 20:50,03/26/2018 12:50,EURUSD,Buy,0.1,1.2315,1.2415,100,83.36
03/07/2018 20:50,03/08/2018 13:00,EURUSD,Sell,0.4,1.24083,1.23782,30.1,125.46
03/02/2018 20:50,03/08/2018 13:00,EURUSD,Sell,0.1,1.23199,1.23782,-58.3,-56.15
03/02/2018 20:50,03/07/2018 01:01,EURUSD,Buy,0.1,1.23229,1.24229,100,96.88
03/01/2018 20:50,03/01/2018 21:23,EURUSD,Buy,1.6,1.21923,1.22097,17.4,278.4
02/28/2018 20:50,03/01/2018 21:23,EURUSD,Buy,0.4,1.22077,1.22097,2,-4.46
02/22/2018 20:50,03/01/2018 21:23,EURUSD,Buy,0.1,1.23227,1.22097,-113,-120.27
02/22/2018 20:50,02/28/2018 04:53,EURUSD,Sell,0.1,1.23199,1.22199,100,100.92
02/21/2018 20:50,02/21/2018 21:11,EURUSD,Buy,0.4,1.23221,1.23537,31.6,126.4
02/16/2018 20:57,02/21/2018 21:11,EURUSD,Buy,0.1,1.24183,1.23537,-64.6,-67.72
02/16/2018 20:57,02/21/2018 09:32,EURUSD,Sell,0.1,1.24153,1.23153,100,100.69
02/16/2018 20:50,02/16/2018 20:57,EURUSD,Sell,0.4,1.24315,1.24183,13.2,52.8
02/14/2018 20:50,02/16/2018 20:57,EURUSD,Sell,0.1,1.24275,1.24183,9.2,10.11
02/14/2018 20:50,02/16/2018 04:31,EURUSD,Buy,0.1,1.24303,1.25303,100,95.85
02/13/2018 20:50,02/14/2018 15:30,EURUSD,Sell,0.4,1.23504,1.23129,37.5,150.91
02/09/2018 20:50,02/14/2018 15:30,EURUSD,Sell,0.1,1.22248,1.23129,-88.1,-87.41
02/09/2018 20:50,02/13/2018 09:46,EURUSD,Buy,0.1,1.22297,1.23297,100,97.92
02/08/2018 20:50,02/09/2018 09:54,EURUSD,Buy,6.4,1.22695,1.22831,13.6,803.97
02/07/2018 20:50,02/09/2018 09:54,EURUSD,Buy,1.6,1.22637,1.22831,19.4,243.97
02/02/2018 20:50,02/09/2018 09:54,EURUSD,Buy,0.1,1.24748,1.22831,-191.7,-198.97
02/06/2018 20:50,02/09/2018 09:54,EURUSD,Buy,0.4,1.23991,1.22831,-116,-484.76
02/02/2018 20:50,02/05/2018 23:50,EURUSD,Sell,0.1,1.24721,1.23721,100,100.23
02/01/2018 20:50,02/02/2018 15:35,EURUSD,Sell,0.4,1.24903,1.24568,33.5,134.91
01/30/2018 20:50,02/02/2018 15:35,EURUSD,Sell,0.1,1.23848,1.24568,-72,-70.86
01/30/2018 20:50,02/01/2018 19:03,EURUSD,Buy,0.1,1.23875,1.24875,100,95.85
01/29/2018 20:50,01/30/2018 11:56,EURUSD,Buy,0.4,1.23775,1.24035,26,99.85
01/26/2018 20:50,01/30/2018 11:56,EURUSD,Buy,0.1,1.24454,1.24035,-41.9,-43.98
01/26/2018 20:50,01/29/2018 18:19,EURUSD,Sell,0.1,1.24428,1.23428,100,100.23
01/25/2018 20:50,01/25/2018 21:04,EURUSD,Sell,1.6,1.24735,1.24416,31.9,510.4
01/24/2018 20:50,01/25/2018 21:04,EURUSD,Sell,0.4,1.24021,1.24416,-39.5,-155.28
01/16/2018 20:50,01/25/2018 21:04,EURUSD,Sell,0.1,1.2263,1.24416,-178.6,-176.09
01/16/2018 20:50,01/24/2018 15:58,EURUSD,Buy,0.1,1.22656,1.23656,100,91.69
01/15/2018 20:50,01/16/2018 09:10,EURUSD,Sell,1.6,1.2272,1.22271,44.9,722.03
01/08/2018 20:50,01/16/2018 09:10,EURUSD,Sell,0.1,1.19606,1.22271,-266.5,-264.9
01/12/2018 20:50,01/16/2018 09:10,EURUSD,Sell,0.4,1.21573,1.22271,-69.8,-278.29
01/08/2018 20:50,01/12/2018 02:11,EURUSD,Buy,0.1,1.19631,1.20631,100,93.77
12/20/2017 20:50,12/21/2017 16:13,EURUSD,Sell,0.4,1.18819,1.18512,30.7,126.65
12/11/2017 20:50,12/21/2017 16:13,EURUSD,Sell,0.1,1.17906,1.18512,-60.6,-56.76
12/11/2017 20:50,12/20/2017 17:37,EURUSD,Buy,0.1,1.17933,1.18933,100,92.34
12/08/2017 20:50,12/11/2017 11:38,EURUSD,Buy,0.4,1.17641,1.17959,31.8,123.78
11/28/2017 20:50,12/11/2017 11:38,EURUSD,Buy,0.1,1.18609,1.17959,-65,-76.07
11/28/2017 20:50,12/08/2017 08:23,EURUSD,Sell,0.1,1.18587,1.17587,100,103.84
11/27/2017 20:50,11/28/2017 09:18,EURUSD,Sell,1.6,1.19017,1.18913,10.4,171.54
11/24/2017 20:50,11/28/2017 09:18,EURUSD,Sell,0.4,1.19234,1.18913,32.1,130.96
11/16/2017 20:50,11/28/2017 09:18,EURUSD,Sell,0.1,1.17696,1.18913,-121.7,-118.5
11/16/2017 20:50,11/24/2017 11:09,EURUSD,Buy,0.1,1.17722,1.18722,100,93.19
11/15/2017 20:50,11/16/2017 00:27,EURUSD,Sell,1.6,1.18006,1.17837,16.9,285.81
11/14/2017 20:50,11/16/2017 00:27,EURUSD,Sell,0.4,1.17972,1.17837,13.5,59.13
10/30/2017 21:50,11/16/2017 00:27,EURUSD,Sell,0.1,1.16324,1.17837,-151.3,-145.22
10/30/2017 21:50,11/14/2017 14:30,EURUSD,Buy,0.1,1.16349,1.17349,100,87.23
