Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Gain
12/14/2021 23:45,12/15/2021 02:09,EURCAD,Sell,1.8,1.45166,1.4478600000000001,1.44815,1.44787,2.8,46.01,00:02:23:52,1.28%
12/13/2021 23:00,12/13/2021 23:44,EURCAD,Sell,1.67,1.45014,1.44521,1.44664,1.4452,14.4,254.06,00:00:44:25,7.59%
12/07/2021 23:50,12/08/2021 00:35,EURCAD,Buy,1.62,1.42068,1.42455,1.42418,1.42486,6.8,104.26,00:00:45:00,3.21%
12/07/2021 23:21,12/07/2021 23:31,EURCAD,Buy,1.58,1.42069,1.42469,1.42418,1.42468,5.0,79.1,00:00:09:48,2.50%
12/06/2021 23:20,12/07/2021 01:00,EURCAD,Buy,1.59,1.4358600000000001,1.43956,1.43949,1.43949,0.0,-17.84,00:01:39:30,-0.56%
11/23/2021 23:02,11/24/2021 00:34,EURCAD,Buy,1.64,1.4220700000000002,1.42559,1.42556,1.42515,-4.1,-91.65,00:01:32:28,-2.80%
11/18/2021 23:07,11/19/2021 00:09,EURCAD,Buy,1.63,1.42929,1.433,1.4328299999999998,1.43299,1.6,10.35,00:01:02:48,0.32%
11/11/2021 00:17,11/11/2021 01:07,EURCAD,Buy,1.62,1.43013,1.43414,1.43385,1.43401,1.6,19.41,00:00:49:22,0.60%
11/09/2021 23:00,11/09/2021 23:24,EURCAD,Sell,1.6,1.4462700000000002,1.44244,1.44274,1.44245,2.9,41.74,00:00:23:55,1.30%
11/08/2021 23:31,11/09/2021 01:13,EURCAD,Buy,1.62,1.43832,1.44182,1.44187,1.44181,-0.6,-28.74,00:01:42:11,-0.89%
11/05/2021 00:22,11/05/2021 02:59,EURCAD,Buy,1.65,1.43579,1.43896,1.43929,1.43895,-3.4,-69.89,00:02:37:03,-2.12%
11/01/2021 23:20,11/02/2021 01:27,EURCAD,Sell,1.59,1.4395799999999999,1.4353200000000002,1.4360899999999999,1.43533,7.6,121.88,00:02:07:04,3.83%
10/28/2021 23:00,10/28/2021 23:40,EURCAD,Buy,1.53,1.43805,1.44228,1.44155,1.4422700000000002,7.2,109.9,00:00:40:26,3.58%
10/25/2021 23:32,10/26/2021 01:35,EURCAD,Buy,1.57,1.43448,1.43774,1.4379899999999999,1.43771,-2.8,-65.11,00:02:02:59,-2.08%
10/21/2021 23:13,10/22/2021 00:54,EURCAD,Buy,1.58,1.43465,1.43805,1.43814,1.43804,-1.0,-34.94,00:01:40:58,-1.10%
10/19/2021 23:51,10/20/2021 01:01,EURCAD,Buy,1.58,1.43464,1.43839,1.4381899999999999,1.43839,2.0,15.15,00:01:10:16,0.48%
10/18/2021 23:00,10/18/2021 23:03,EURCAD,Sell,1.55,1.44125,1.43736,1.43775,1.43734,4.1,60.69,00:00:03:29,1.96%
10/14/2021 23:00,10/14/2021 23:43,EURCAD,Sell,1.47,1.43902,1.4345,1.43551,1.43451,10.0,152.13,00:00:43:06,5.17%
10/12/2021 23:16,10/13/2021 00:35,EURCAD,Sell,1.44,1.44117,1.4372200000000002,1.43766,1.43716,5.0,69.75,00:01:18:53,2.43%
09/28/2021 23:03,09/28/2021 23:25,EURCAD,Buy,1.36,1.47704,1.48158,1.48054,1.48157,10.3,145.09,00:00:21:40,5.32%
09/23/2021 23:00,09/23/2021 23:47,EURCAD,Sell,1.34,1.4897799999999999,1.48587,1.4862600000000001,1.48587,3.9,49.21,00:00:47:40,1.84%
09/21/2021 23:05,09/21/2021 23:40,EURCAD,Sell,1.31,1.50652,1.5024899999999999,1.50301,1.5025,5.1,64.87,00:00:35:01,2.48%
09/16/2021 23:13,09/17/2021 01:36,EURCAD,Sell,1.3,1.49593,1.49224,1.49242,1.4922799999999998,1.4,11.7,00:02:23:02,0.45%
09/14/2021 23:10,09/15/2021 01:00,EURCAD,Sell,1.3,1.50177,1.4981200000000001,1.49825,1.49814,1.1,7.43,00:01:49:34,0.29%
09/13/2021 23:01,09/14/2021 01:04,EURCAD,Buy,1.32,1.49054,1.49387,1.49404,1.4938799999999999,-1.6,-38.49,00:02:02:56,-1.46%
09/09/2021 23:16,09/10/2021 02:45,EURCAD,Sell,1.36,1.5002799999999998,1.49727,1.4967700000000002,1.49728,-5.1,-82.66,00:03:28:29,-3.04%
09/02/2021 23:30,09/02/2021 23:58,EURCAD,Buy,1.33,1.48675,1.49068,1.4902600000000001,1.49076,5.0,64.25,00:00:27:58,2.42%
08/31/2021 23:52,08/31/2021 23:58,EURCAD,Sell,1.3,1.4935399999999999,1.48956,1.4900200000000001,1.48956,4.6,57.65,00:00:06:21,2.22%
08/30/2021 23:52,08/31/2021 01:16,EURCAD,Buy,1.31,1.48381,1.48727,1.4873299999999998,1.48726,-0.7,-26.88,00:01:23:52,-1.03%
08/19/2021 23:45,08/20/2021 03:05,EURCAD,Sell,1.3,1.5015,1.49781,1.49799,1.49784,1.5,13.35,00:03:20:55,0.51%
08/19/2021 00:01,08/19/2021 01:54,EURCAD,Sell,1.48,1.486,1.48203,1.48001,1.48215,-21.4,-353.92,00:01:53:38,-11.96%
08/16/2021 23:49,08/17/2021 00:19,EURCAD,Sell,1.49,1.4843899999999999,1.48058,1.4808299999999999,1.48092,-0.9,-23.61,00:00:30:27,-0.79%
08/12/2021 23:58,08/13/2021 01:00,EURCAD,Buy,1.48,1.46545,1.46922,1.469,1.46922,2.2,16.31,00:01:01:40,0.55%
08/10/2021 23:58,08/11/2021 01:16,EURCAD,Buy,1.49,1.46401,1.46756,1.46754,1.46753,-0.1,-20.85,00:01:18:01,-0.70%
08/05/2021 23:50,08/05/2021 23:56,EURCAD,Buy,1.48,1.47533,1.4791299999999998,1.47886,1.47912,2.6,33.45,00:00:06:19,1.13%
08/05/2021 00:01,08/05/2021 01:07,EURCAD,Buy,1.46,1.48114,1.48491,1.4846700000000002,1.4849,2.3,28.24,00:01:05:59,0.96%
07/27/2021 23:47,07/28/2021 01:40,EURCAD,Sell,1.44,1.49273,1.48894,1.48924,1.48891,3.3,41.27,00:01:53:23,1.43%
07/23/2021 00:04,07/23/2021 00:59,EURCAD,Buy,1.44,1.47459,1.47848,1.47793,1.47804,1.1,9.17,00:00:55:10,0.32%
07/22/2021 00:10,07/22/2021 01:00,EURCAD,Buy,1.43,1.47773,1.4819200000000001,1.4817200000000001,1.4818799999999999,1.6,16.88,00:00:50:19,0.59%
07/15/2021 23:45,07/16/2021 01:41,EURCAD,Buy,1.46,1.48325,1.48749,1.48767,1.48746,-2.1,-51.47,00:01:55:34,-1.77%
07/13/2021 23:47,07/14/2021 01:11,EURCAD,Buy,1.46,1.47051,1.47401,1.47387,1.47395,0.8,-6.18,00:01:23:55,-0.21%
07/12/2021 23:00,07/13/2021 01:00,EURCAD,Buy,1.48,1.47374,1.4771100000000001,1.47726,1.4771,-1.6,-44.39,00:01:59:35,-1.50%
07/08/2021 23:05,07/09/2021 00:22,EURCAD,Sell,1.44,1.48822,1.4841,1.48472,1.48412,6.0,82.87,00:01:16:24,2.88%
07/08/2021 00:01,07/08/2021 01:24,EURCAD,Buy,1.42,1.46832,1.47224,1.47181,1.47217,3.6,46.9,00:01:22:10,1.66%
07/05/2021 23:05,07/06/2021 01:09,EURCAD,Sell,1.37,1.46773,1.4636200000000001,1.46435,1.46365,7.0,94.95,00:02:03:29,3.47%
07/02/2021 00:01,07/02/2021 01:05,EURCAD,Sell,1.36,1.47757,1.4738,1.4740799999999998,1.47394,1.4,13.01,00:01:04:17,0.48%
07/01/2021 23:21,07/01/2021 23:44,EURCAD,Sell,1.34,1.4774399999999999,1.47353,1.4739200000000001,1.47356,3.6,44.55,00:00:22:31,1.66%
06/29/2021 23:00,06/30/2021 02:09,EURCAD,Sell,1.38,1.47837,1.47529,1.47484,1.4753100000000001,-4.7,-77.92,00:03:09:04,-2.83%
06/28/2021 23:00,06/28/2021 23:25,EURCAD,Sell,1.35,1.47548,1.47145,1.47195,1.47148,4.7,60.53,00:00:25:05,2.24%
06/24/2021 23:00,06/24/2021 23:48,EURCAD,Sell,1.32,1.47402,1.47003,1.4704899999999999,1.47003,4.6,57.73,00:00:48:41,2.19%
06/24/2021 00:49,06/24/2021 02:22,EURCAD,Sell,1.32,1.4713100000000001,1.46779,1.46779,1.4678,-0.1,-8.68,00:01:33:23,-0.33%
06/22/2021 23:00,06/23/2021 01:15,EURCAD,Buy,1.38,1.46659,1.46954,1.47012,1.46955,-5.7,-102.14,00:02:15:16,-3.71%
06/21/2021 23:47,06/22/2021 03:01,EURCAD,Sell,1.38,1.47685,1.4733100000000001,1.47329,1.47332,-0.3,-13.38,00:03:14:14,-0.48%
06/21/2021 23:31,06/21/2021 23:38,EURCAD,Sell,1.34,1.47707,1.47278,1.47338,1.4727700000000001,6.1,80.3,00:00:06:10,2.99%
06/18/2021 01:00,06/18/2021 01:04,EURCAD,Sell,1.32,1.47488,1.47102,1.47135,1.47101,3.4,40.83,00:00:04:52,1.55%
06/17/2021 23:26,06/17/2021 23:32,EURCAD,Buy,1.29,1.46704,1.47125,1.47074,1.47125,5.1,63.42,00:00:05:33,2.46%
06/15/2021 23:00,06/16/2021 01:32,EURCAD,Buy,1.32,1.47444,1.47759,1.47795,1.47756,-3.9,-71.65,00:02:31:51,-2.70%
06/14/2021 23:50,06/15/2021 01:45,EURCAD,Sell,1.32,1.47553,1.4719200000000001,1.47203,1.47193,1.0,4.89,00:01:54:02,0.18%
06/14/2021 23:26,06/14/2021 23:29,EURCAD,Buy,1.31,1.4680600000000001,1.47179,1.47164,1.47176,1.2,9.57,00:00:02:08,0.36%
06/14/2021 23:01,06/14/2021 23:23,EURCAD,Sell,1.31,1.4755,1.47179,1.47197,1.47177,2.0,20.76,00:00:22:29,0.79%
06/10/2021 23:08,06/11/2021 01:01,EURCAD,Sell,1.31,1.4759799999999998,1.4723,1.47243,1.47233,1.0,4.83,00:01:53:27,0.19%
06/09/2021 00:07,06/09/2021 00:29,EURCAD,Buy,1.36,1.47051,1.4746,1.47532,1.47455,-7.7,-119.23,00:00:21:56,-4.37%
06/07/2021 23:54,06/08/2021 03:08,EURCAD,Sell,1.39,1.4764700000000002,1.47314,1.4728700000000001,1.47317,-3.0,-54.17,00:03:13:56,-1.95%
06/03/2021 23:48,06/04/2021 03:18,EURCAD,Sell,1.41,1.47187,1.46854,1.46835,1.46854,-1.9,-38.74,00:03:30:00,-1.37%
06/03/2021 23:23,06/03/2021 23:28,EURCAD,Buy,1.4,1.4643700000000002,1.46812,1.46786,1.46809,2.3,27.03,00:00:05:07,0.97%
