Tags,Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price
,11/07/2019 12:52,11/08/2019 22:10,EURUSD,Sell,6,0,0,1.10882,1.10219
,10/09/2019 23:56,11/08/2019 19:15,EURUSD,Sell,6,0,0,1.09692,1.10177
,10/09/2019 23:56,11/08/2019 19:15,EURUSD,Sell,6,0,0,1.09688,1.10176
,10/09/2019 23:55,11/08/2019 19:15,EURUSD,Sell,6,0,0,1.09685,1.10176
,11/07/2019 12:57,11/08/2019 19:15,EURUSD,Sell,6,0,0,1.10895,1.10174
,10/09/2019 23:55,11/08/2019 19:14,EURUSD,Sell,6,0,0,1.09684,1.10175
,11/07/2019 12:57,11/08/2019 19:14,EURUSD,Sell,6,0,0,1.10899,1.10175
,10/09/2019 23:55,11/08/2019 19:14,EURUSD,Sell,6,0,0,1.0968,1.10176
,11/07/2019 12:58,11/08/2019 19:13,EURUSD,Sell,6,0,0,1.10914,1.10174
,10/17/2019 11:59,11/05/2019 18:42,EURUSD,Sell,6,0,0,1.10917,1.10653
,10/17/2019 12:26,11/05/2019 18:42,EURUSD,Sell,6,0,0,1.10986,1.10654
,10/17/2019 12:26,11/05/2019 18:42,EURUSD,Sell,6,0,0,1.10994,1.10656
,10/17/2019 12:28,11/05/2019 18:42,EURUSD,Sell,6,0,0,1.11004,1.10652
,10/18/2019 15:36,11/05/2019 18:10,EURUSD,Sell,6,0,0,1.11457,1.10676
,10/18/2019 15:39,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.1147,1.10666
,10/18/2019 15:53,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11493,1.10665
,10/18/2019 18:38,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11548,1.10663
,10/18/2019 18:39,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11554,1.10662
,10/18/2019 18:39,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11553,1.10666
,10/18/2019 18:39,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11578,1.10666
,10/18/2019 18:41,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11582,1.10667
,10/18/2019 18:50,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11586,1.10665
,10/18/2019 20:01,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11593,1.10662
,10/18/2019 20:01,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11602,1.10661
,10/18/2019 20:13,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11622,1.10664
,10/18/2019 22:21,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11629,1.10661
,10/18/2019 22:22,11/05/2019 18:09,EURUSD,Sell,6,0,0,1.11639,1.10664
,10/18/2019 22:22,11/05/2019 18:08,EURUSD,Sell,6,0,0,1.11647,1.10661
,10/18/2019 23:45,11/05/2019 18:08,EURUSD,Sell,6,0,0,1.11663,1.10665
,10/28/2019 14:07,11/05/2019 18:08,EURUSD,Sell,6,0,0,1.11033,1.10658
,10/30/2019 10:50,11/05/2019 18:08,EURUSD,Sell,6,0,0,1.11211,1.10661
,10/30/2019 22:09,11/05/2019 18:08,EURUSD,Sell,6,0,0,1.11397,1.10664
,10/30/2019 22:10,11/05/2019 17:44,EURUSD,Sell,6,0,0,1.11411,1.10684
,10/30/2019 23:05,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11446,1.10677
,10/30/2019 23:12,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11467,1.10667
,10/31/2019 09:47,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11618,1.10668
,10/31/2019 10:09,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11659,1.10672
,10/31/2019 12:04,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11727,1.10671
,11/01/2019 17:12,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11536,1.10672
,11/01/2019 17:30,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11623,1.10675
,11/01/2019 18:05,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11678,1.10667
,11/01/2019 18:09,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11698,1.10677
,11/01/2019 18:43,11/05/2019 17:43,EURUSD,Sell,6,0,0,1.11714,1.10675
,11/05/2019 09:53,11/05/2019 14:02,EURUSD,Sell,0.16,0,0,1.11368,1.11165
,10/18/2019 23:57,10/25/2019 20:01,EURUSD,Sell,6,0,0,1.1169,1.10735
,10/21/2019 11:20,10/25/2019 20:01,EURUSD,Sell,6,0,0,1.11775,1.10736
,10/22/2019 21:14,10/25/2019 20:01,EURUSD,Sell,6,0,0,1.1152,1.10736
,08/14/2019 17:06,10/18/2019 15:36,EURUSD,Buy,6,0,0,1.11584,1.11456
,08/14/2019 17:09,10/18/2019 15:36,EURUSD,Buy,6,0,0,1.11559,1.11455
,08/14/2019 17:11,10/18/2019 15:36,EURUSD,Buy,6,0,0,1.1152,1.11458
,08/14/2019 17:11,10/18/2019 15:35,EURUSD,Buy,6,0,0,1.11508,1.11464
,08/26/2019 01:23,10/18/2019 15:35,EURUSD,Buy,6,0,0,1.11521,1.11464
,08/26/2019 02:15,10/18/2019 15:12,EURUSD,Buy,6,0,0,1.11492,1.11452
,08/26/2019 03:00,10/18/2019 15:08,EURUSD,Buy,6,0,0,1.11431,1.11445
,08/26/2019 09:56,10/18/2019 15:08,EURUSD,Buy,6,0,0,1.11382,1.11448
,08/26/2019 09:56,10/18/2019 15:08,EURUSD,Buy,6,0,0,1.11377,1.11449
,08/26/2019 10:01,10/18/2019 15:07,EURUSD,Buy,6,0,0,1.11322,1.11449
,08/26/2019 10:02,10/18/2019 15:07,EURUSD,Buy,6,0,0,1.11285,1.11446
,08/26/2019 10:50,10/18/2019 15:07,EURUSD,Buy,6,0,0,1.11188,1.1145
,08/26/2019 11:30,10/18/2019 15:07,EURUSD,Buy,6,0,0,1.11126,1.11448
,08/26/2019 21:41,10/18/2019 15:07,EURUSD,Buy,6,0,0,1.10963,1.1145
,08/27/2019 18:16,10/18/2019 15:07,EURUSD,Buy,6,0,0,1.10912,1.11449
,08/28/2019 14:55,10/18/2019 15:06,EURUSD,Buy,6,0,0,1.10838,1.1145
,08/29/2019 14:21,10/18/2019 15:03,EURUSD,Buy,6,0,0,1.10711,1.11451
,08/29/2019 16:16,10/18/2019 15:03,EURUSD,Buy,6,0,0,1.10655,1.11453
,09/18/2019 08:13,10/18/2019 15:02,EURUSD,Buy,6,0,0,1.1065,1.11452
,09/18/2019 08:33,10/18/2019 15:02,EURUSD,Buy,6,0,0,1.10633,1.11452
,10/16/2019 18:04,10/18/2019 15:02,EURUSD,Buy,0.16,0,0,1.10454,1.11453
,10/16/2019 18:04,10/18/2019 15:02,EURUSD,Buy,0.16,0,0,1.10462,1.11456
,10/16/2019 18:04,10/18/2019 15:02,EURUSD,Buy,0.16,0,0,1.10468,1.11455
,10/11/2019 17:38,10/18/2019 15:01,EURUSD,Buy,6,0,0,1.10416,1.11453
,10/11/2019 17:41,10/18/2019 14:57,EURUSD,Buy,6,0,0,1.10409,1.1145
,10/16/2019 20:01,10/18/2019 14:57,EURUSD,Buy,6,0,0,1.10789,1.1145
,10/16/2019 20:02,10/18/2019 14:57,EURUSD,Buy,6,0,0,1.10782,1.11449
,10/16/2019 20:02,10/18/2019 14:57,EURUSD,Buy,6,0,0,1.1078,1.1145
,10/16/2019 20:03,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10775,1.1145
,10/16/2019 20:05,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10778,1.1145
,10/17/2019 08:49,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10698,1.11452
,10/17/2019 08:49,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10702,1.11452
,10/17/2019 08:49,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10711,1.11451
,10/17/2019 08:50,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10706,1.11453
,10/17/2019 08:50,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10698,1.11455
,10/17/2019 08:50,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10706,1.11458
,10/17/2019 08:50,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10703,1.11457
,10/17/2019 08:51,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10708,1.11462
,10/17/2019 08:52,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10704,1.11461
,10/17/2019 08:52,10/18/2019 14:56,EURUSD,Buy,6,0,0,1.10703,1.11461
,10/17/2019 08:52,10/18/2019 14:55,EURUSD,Buy,6,0,0,1.10708,1.11463
,10/17/2019 08:55,10/18/2019 14:55,EURUSD,Buy,6,0,0,1.10709,1.11461
,10/17/2019 09:01,10/18/2019 14:55,EURUSD,Buy,6,0,0,1.10707,1.11461
,10/17/2019 09:03,10/18/2019 14:55,EURUSD,Buy,6,0,0,1.10703,1.11452
,10/17/2019 13:42,10/18/2019 14:42,EURUSD,Buy,6,0,0,1.11102,1.11449
,10/17/2019 13:42,10/18/2019 14:42,EURUSD,Buy,6,0,0,1.11101,1.11447
,10/18/2019 01:21,10/18/2019 14:42,EURUSD,Buy,6,0,0,1.11253,1.11451
,10/18/2019 01:22,10/18/2019 14:42,EURUSD,Buy,6,0,0,1.11253,1.11449
,10/18/2019 01:23,10/18/2019 14:41,EURUSD,Buy,6,0,0,1.11251,1.11451
,10/18/2019 01:27,10/18/2019 14:40,EURUSD,Buy,6,0,0,1.11249,1.11451
,10/18/2019 01:40,10/18/2019 14:39,EURUSD,Buy,6,0,0,1.11249,1.11451
,10/18/2019 08:56,10/18/2019 14:39,EURUSD,Buy,6,0,0,1.11225,1.11452
,10/18/2019 08:56,10/18/2019 14:39,EURUSD,Buy,6,0,0,1.11219,1.11452
,10/18/2019 09:22,10/18/2019 14:39,EURUSD,Buy,6,0,0,1.11188,1.11451
,10/18/2019 09:27,10/18/2019 14:39,EURUSD,Buy,6,0,0,1.11172,1.11453
,10/18/2019 09:50,10/18/2019 14:39,EURUSD,Buy,6,0,0,1.11156,1.11451
,10/17/2019 13:42,10/17/2019 23:49,EURUSD,Buy,6,0,0,1.11092,1.11265
,10/17/2019 13:42,10/17/2019 23:47,EURUSD,Buy,6,0,0,1.11097,1.11267
,10/17/2019 14:07,10/17/2019 23:47,EURUSD,Buy,6,0,0,1.11078,1.11268
,10/17/2019 14:07,10/17/2019 23:47,EURUSD,Buy,6,0,0,1.11077,1.11267
,10/17/2019 14:07,10/17/2019 23:47,EURUSD,Buy,6,0,0,1.11074,1.11267
,10/17/2019 15:18,10/17/2019 23:46,EURUSD,Buy,6,0,0,1.1104,1.11268
,10/17/2019 19:29,10/17/2019 19:31,EURUSD,Sell,6,0,0,1.11315,1.11311
,08/26/2019 20:17,10/17/2019 13:25,EURUSD,Buy,6,0,0,1.10999,1.11242
,08/27/2019 16:07,10/17/2019 13:25,EURUSD,Buy,6,0,0,1.1095,1.11227
,09/18/2019 09:57,10/17/2019 13:23,EURUSD,Buy,6,0,0,1.10609,1.11218
,09/18/2019 10:02,10/17/2019 13:23,EURUSD,Buy,6,0,0,1.10523,1.11218
,09/20/2019 13:38,10/17/2019 13:23,EURUSD,Buy,6,0,0,1.10431,1.11218
,10/17/2019 09:25,10/17/2019 13:22,EURUSD,Buy,6,0,0,1.10697,1.11202
,10/17/2019 09:47,10/17/2019 13:22,EURUSD,Buy,6,0,0,1.10694,1.11202
,10/17/2019 12:37,10/17/2019 12:42,EURUSD,Sell,6,0,0,1.11248,1.1121
,10/17/2019 12:40,10/17/2019 12:41,EURUSD,Sell,6,0,0,1.11296,1.11164
,10/17/2019 11:38,10/17/2019 11:51,EURUSD,Sell,6,0,0,1.10891,1.10875
,10/17/2019 11:42,10/17/2019 11:50,EURUSD,Sell,6,0,0,1.10902,1.10881
,10/17/2019 11:42,10/17/2019 11:45,EURUSD,Sell,6,0,0,1.10914,1.10876
,10/17/2019 11:38,10/17/2019 11:40,EURUSD,Sell,6,0,0,1.10909,1.10868
,10/16/2019 23:58,10/17/2019 09:48,EURUSD,Sell,6,0,0,1.10718,1.10692
,10/16/2019 23:58,10/17/2019 09:48,EURUSD,Sell,6,0,0,1.10718,1.10692
,10/16/2019 23:58,10/17/2019 09:48,EURUSD,Sell,6,0,0,1.10718,1.10692
,09/18/2019 12:06,10/16/2019 23:58,EURUSD,Buy,6,0,0,1.10427,1.10723
,09/20/2019 15:44,10/16/2019 23:57,EURUSD,Buy,6,0,0,1.10224,1.10725
,09/20/2019 14:49,10/16/2019 23:57,EURUSD,Buy,6,0,0,1.10272,1.10728
,09/18/2019 21:11,10/16/2019 23:57,EURUSD,Buy,6,0,0,1.10393,1.1073
,09/20/2019 10:54,10/16/2019 23:57,EURUSD,Buy,6,0,0,1.10505,1.1073
,09/20/2019 16:24,10/16/2019 23:57,EURUSD,Buy,6,0,0,1.10173,1.10729
,09/20/2019 16:25,10/16/2019 23:57,EURUSD,Buy,6,0,0,1.10136,1.10731
,10/16/2019 22:02,10/16/2019 23:57,EURUSD,Buy,6,0,0,1.10716,1.10731
,10/16/2019 21:18,10/16/2019 23:57,EURUSD,Buy,6,0,0,1.10698,1.10731
,10/16/2019 21:14,10/16/2019 23:56,EURUSD,Buy,6,0,0,1.10709,1.1073
,10/16/2019 20:53,10/16/2019 23:56,EURUSD,Buy,6,0,0,1.10681,1.10731
,10/16/2019 20:52,10/16/2019 23:56,EURUSD,Buy,6,0,0,1.10677,1.1073
,10/16/2019 20:51,10/16/2019 23:56,EURUSD,Buy,6,0,0,1.10685,1.10732
,10/16/2019 20:50,10/16/2019 23:56,EURUSD,Buy,6,0,0,1.10683,1.10734
,10/16/2019 19:45,10/16/2019 20:00,EURUSD,Sell,6,0,0,1.10846,1.10802
,10/11/2019 17:41,10/16/2019 19:46,EURUSD,Buy,6,0,0,1.10377,1.10844
,10/11/2019 17:42,10/16/2019 19:46,EURUSD,Buy,6,0,0,1.10361,1.10849
,10/11/2019 17:46,10/16/2019 19:46,EURUSD,Buy,6,0,0,1.10332,1.10849
,10/16/2019 10:28,10/16/2019 19:46,EURUSD,Buy,6,0,0,1.10391,1.10842
,10/16/2019 10:29,10/16/2019 19:45,EURUSD,Buy,6,0,0,1.10368,1.10849
,10/16/2019 10:29,10/16/2019 19:45,EURUSD,Buy,6,0,0,1.10368,1.10849
,10/16/2019 10:29,10/16/2019 19:45,EURUSD,Buy,6,0,0,1.10359,1.10848
,10/16/2019 10:29,10/16/2019 19:45,EURUSD,Buy,6,0,0,1.10356,1.10846
,10/16/2019 10:35,10/16/2019 19:45,EURUSD,Buy,6,0,0,1.10343,1.10846
,10/16/2019 10:35,10/16/2019 19:45,EURUSD,Buy,6,0,0,1.10331,1.10844
,10/16/2019 11:06,10/16/2019 19:45,EURUSD,Buy,6,0,0,1.10312,1.10851
,10/16/2019 11:08,10/16/2019 19:45,EURUSD,Buy,6,0,0,1.1031,1.1085
,10/16/2019 11:08,10/16/2019 19:43,EURUSD,Buy,6,0,0,1.10299,1.1084
,10/16/2019 12:02,10/16/2019 19:43,EURUSD,Buy,6,0,0,1.10277,1.1084
,10/16/2019 12:03,10/16/2019 19:43,EURUSD,Buy,6,0,0,1.1028,1.10842
,10/16/2019 12:17,10/16/2019 19:43,EURUSD,Buy,6,0,0,1.10258,1.1084
,10/16/2019 19:40,10/16/2019 19:40,EURUSD,Sell,6,0,0,1.10829,1.1081
,10/16/2019 19:29,10/16/2019 19:38,EURUSD,Sell,6,0,0,1.10825,1.10801
,10/16/2019 09:20,10/16/2019 09:54,EURUSD,Sell,6,0,0,1.10492,1.10463
,10/11/2019 10:21,10/15/2019 23:58,EURUSD,Buy,6,0,0,1.10133,1.10321
,10/11/2019 10:23,10/15/2019 23:58,EURUSD,Buy,6,0,0,1.10122,1.10321
,10/11/2019 10:23,10/15/2019 23:58,EURUSD,Buy,6,0,0,1.10108,1.10324
,10/11/2019 10:25,10/15/2019 23:58,EURUSD,Buy,6,0,0,1.10101,1.10323
,10/11/2019 10:39,10/15/2019 23:58,EURUSD,Buy,6,0,0,1.10118,1.10324
,10/11/2019 11:26,10/15/2019 23:57,EURUSD,Buy,6,0,0,1.1007,1.10325
,09/20/2019 17:54,10/15/2019 23:57,EURUSD,Buy,6,0,0,1.1006,1.10329
,09/20/2019 18:29,10/15/2019 23:57,EURUSD,Buy,6,0,0,1.10011,1.1033
,10/11/2019 11:29,10/15/2019 23:55,EURUSD,Buy,6,0,0,1.10053,1.10333
,10/11/2019 11:29,10/15/2019 23:55,EURUSD,Buy,6,0,0,1.10048,1.10333
,10/11/2019 17:53,10/15/2019 23:54,EURUSD,Buy,6,0,0,1.10261,1.10339
,10/15/2019 10:15,10/15/2019 23:54,EURUSD,Buy,6,0,0,1.1019,1.10339
,10/15/2019 10:15,10/15/2019 23:54,EURUSD,Buy,6,0,0,1.10189,1.10337
,10/15/2019 10:18,10/15/2019 23:53,EURUSD,Buy,6,0,0,1.10168,1.10339
,10/15/2019 10:18,10/15/2019 23:53,EURUSD,Buy,6,0,0,1.10148,1.1034
,10/15/2019 12:37,10/15/2019 23:52,EURUSD,Buy,6,0,0,1.10082,1.1034
,10/15/2019 16:19,10/15/2019 23:51,EURUSD,Buy,6,0,0,1.09961,1.10347
,10/14/2019 09:53,10/14/2019 23:56,EURUSD,Buy,6,0,0,1.10196,1.10257
,10/14/2019 09:56,10/14/2019 23:56,EURUSD,Buy,6,0,0,1.10143,1.10257
,10/11/2019 13:46,10/11/2019 17:45,EURUSD,Sell,6,0,0,1.10393,1.10361
,10/11/2019 14:10,10/11/2019 15:44,EURUSD,Sell,6,0,0,1.10403,1.10396
,10/11/2019 14:31,10/11/2019 15:44,EURUSD,Sell,6,0,0,1.10613,1.10397
,10/11/2019 14:27,10/11/2019 15:43,EURUSD,Sell,6,0,0,1.10607,1.10402
,10/10/2019 10:05,10/11/2019 11:27,EURUSD,Sell,6,0,0,1.10083,1.1007
,10/10/2019 10:06,10/11/2019 11:27,EURUSD,Sell,6,0,0,1.10103,1.10069
,10/10/2019 10:06,10/11/2019 10:53,EURUSD,Sell,6,0,0,1.10135,1.10106
,10/10/2019 11:08,10/11/2019 10:52,EURUSD,Sell,6,0,0,1.10184,1.10103
,10/10/2019 12:44,10/11/2019 10:43,EURUSD,Sell,6,0,0,1.10281,1.10104
,09/20/2019 18:43,10/10/2019 19:01,EURUSD,Buy,6,0,0,1.09965,1.10218
,09/23/2019 10:31,10/10/2019 19:01,EURUSD,Buy,6,0,0,1.09879,1.10234
,09/23/2019 10:31,10/10/2019 19:01,EURUSD,Buy,6,0,0,1.09845,1.10224
,09/23/2019 10:39,10/10/2019 19:01,EURUSD,Buy,6,0,0,1.09749,1.10226
,09/23/2019 10:44,10/10/2019 19:01,EURUSD,Buy,6,0,0,1.09674,1.10221
,09/25/2019 10:16,10/10/2019 19:01,EURUSD,Buy,6,0,0,1.09959,1.10217
,09/23/2019 10:39,10/10/2019 19:01,EURUSD,Buy,6,0,0,1.09741,1.10215
,09/25/2019 14:55,10/10/2019 19:01,EURUSD,Buy,6,0,0,1.09834,1.10212
,09/25/2019 14:56,10/10/2019 17:14,EURUSD,Buy,6,0,0,1.09793,1.1023
,10/07/2019 09:02,10/10/2019 17:13,EURUSD,Buy,6,0,0,1.09763,1.1023
,09/25/2019 17:17,10/09/2019 22:44,EURUSD,Buy,6,0,0,1.09725,1.09784
,09/25/2019 17:21,10/09/2019 22:44,EURUSD,Buy,6,0,0,1.09673,1.09774
,10/07/2019 10:20,10/09/2019 20:41,EURUSD,Buy,6,0,0,1.09738,1.09809
,09/25/2019 18:59,10/09/2019 19:57,EURUSD,Buy,6,0,0,1.09488,1.09743
,09/25/2019 17:55,10/09/2019 19:57,EURUSD,Buy,6,0,0,1.09555,1.09744
,09/25/2019 18:37,10/09/2019 19:57,EURUSD,Buy,6,0,0,1.09502,1.09743
,10/04/2019 15:32,10/04/2019 23:55,EURUSD,Buy,6,0,0,1.09681,1.09773
,10/04/2019 09:59,10/04/2019 15:32,EURUSD,Buy,6,0,0,1.09662,1.09727
,10/01/2019 23:58,10/02/2019 01:16,EURUSD,Sell,6,0,0,1.09319,1.09312
,10/01/2019 17:19,10/01/2019 17:19,EURUSD,Sell,6,0,0,1.09074,1.0905
,09/30/2019 23:57,10/01/2019 08:42,EURUSD,Sell,6,0,0,1.09,1.08889
,09/30/2019 23:53,10/01/2019 08:42,EURUSD,Sell,6,0,0,1.09001,1.08888
,09/30/2019 22:53,09/30/2019 23:17,EURUSD,Sell,6,0,0,1.09024,1.08999
,09/30/2019 22:30,09/30/2019 23:17,EURUSD,Sell,6,0,0,1.09025,1.08998
,09/25/2019 23:58,09/26/2019 13:16,EURUSD,Sell,6,0,0,1.09432,1.09303
,09/25/2019 23:52,09/26/2019 12:37,EURUSD,Sell,6,0,0,1.09423,1.09308
,09/18/2019 21:16,09/18/2019 21:16,EURUSD,Buy,6,0,0,1.10258,1.10271
,08/29/2019 16:44,09/17/2019 23:58,EURUSD,Buy,6,0,0,1.10605,1.10713
,08/29/2019 18:41,09/17/2019 23:58,EURUSD,Buy,6,0,0,1.10566,1.10722
,08/29/2019 19:20,09/17/2019 23:57,EURUSD,Buy,6,0,0,1.10553,1.10716
,08/29/2019 19:46,09/17/2019 23:56,EURUSD,Buy,6,0,0,1.10505,1.10712
,08/29/2019 20:02,09/17/2019 23:56,EURUSD,Buy,6,0,0,1.1047,1.10712
,08/30/2019 09:35,09/17/2019 23:53,EURUSD,Buy,6,0,0,1.10376,1.10713
,08/30/2019 17:43,09/17/2019 23:52,EURUSD,Buy,6,0,0,1.10339,1.10717
,08/30/2019 17:46,09/17/2019 23:52,EURUSD,Buy,6,0,0,1.10316,1.10717
