Time;Type;Volume;Symbol;Price;S/L;T/P;Time;Price;Commission;Swap;Profit;Comment
2020.01.07 00:01:00;Sell;0.01;GBPUSD;1.31678;1.32534;1.30085;2020.01.07 07:45:00;1.31696;-0.07;;-0.18;
2020.01.07 01:30:03;Buy;0.02;AUDCAD;0.89897;0.89312;0.90600;2020.01.07 05:15:01;0.89905;-0.14;;0.12;
2020.01.07 01:30:03;Buy;0.02;NZDCAD;0.86419;0.85856;0.86863;2020.01.07 03:30:03;0.86449;-0.14;;0.46;
2020.01.06 23:30:02;Sell;0.04;CHFJPY;111.983;112.711;110.402;2020.01.07 03:15:01;111.893;-0.28;0.02;3.32;
2020.01.06 23:45:01;Buy;0.04;GBPCHF;1.27444;1.26616;1.28078;2020.01.07 02:00:00;1.27568;-0.28;0.18;5.12;
2020.01.06 23:45:00;Buy;0.01;USDJPY;108.396;107.768;108.874;2020.01.07 02:00:00;108.411;-0.07;0.05;0.14;
2020.01.06 23:15:00;Sell;0.02;NZDCAD;0.86503;0.87065;0.86022;2020.01.07 01:00:07;0.86456;-0.14;-0.06;0.73;
2020.01.06 22:45:00;Sell;0.02;AUDCAD;0.89960;0.90545;0.89558;2020.01.07 00:30:03;0.89950;-0.14;;0.15;
2020.01.06 21:45:00;Buy;0.02;EURCAD;1.45072;1.44136;1.45678;2020.01.07 00:12:23;1.45108;-0.14;-0.18;0.55;
2020.01.06 23:00:00;Sell;0.04;GBPCHF;1.27539;1.28369;1.26298;2020.01.06 23:30:00;1.27464;-0.28;;3.09;
2020.01.06 21:45:01;Buy;0.02;NZDCAD;0.86396;0.85830;0.86896;2020.01.06 22:45:03;0.86484;-0.14;;1.35;
2020.01.06 21:00:00;Buy;0.02;GBPAUD;1.89723;1.88490;1.91073;2020.01.06 22:00:00;1.89834;-0.14;;1.54;
2020.01.06 02:45:00;Sell;0.01;USDJPY;108.082;108.628;107.338;2020.01.06 08:15:00;107.993;-0.07;;0.82;
2020.01.06 00:28:48;Buy;0.02;NZDCAD;0.86505;0.85943;0.87364;2020.01.06 02:55:01;0.86503;-0.14;;-0.03;
2020.01.06 01:00:00;Buy;0.02;AUDCAD;0.90105;0.89519;0.91151;2020.01.06 02:30:01;0.90246;-0.14;;2.17;
2020.01.06 01:15:00;Sell;0.02;GBPAUD;1.88481;1.89709;1.87035;2020.01.06 02:15:00;1.88251;-0.14;;3.20;
2020.01.06 01:00:03;Buy;0.04;CHFJPY;111.008;110.290;112.259;2020.01.06 02:15:00;111.197;-0.28;;7.00;
2020.01.03 16:45:00;Sell;0.01;USDJPY;108.223;108.788;107.476;2020.01.03 18:00:00;108.041;-0.07;;1.68;
2020.01.03 01:15:00;Sell;0.02;GBPAUD;1.88147;1.89371;1.86790;2020.01.03 14:15:02;1.88301;-0.14;;-2.13;
2020.01.03 12:15:00;Sell;0.01;USDJPY;108.118;108.864;107.438;2020.01.03 13:45:00;108.005;-0.07;;1.05;
2020.01.03 01:45:00;Sell;0.04;GBPNZD;1.96260;1.97536;1.94896;2020.01.03 09:45:00;1.96528;-0.28;;-7.15;
2020.01.03 01:45:00;Sell;0.01;GBPUSD;1.31447;1.32301;1.30398;2020.01.03 04:00:00;1.31389;-0.07;;0.58;
2020.01.03 01:15:15;Sell;0.04;GBPCHF;1.27665;1.28495;1.26946;2020.01.03 03:51:16;1.27657;-0.28;;0.33;
2020.01.02 22:00:00;Sell;0.04;CHFJPY;111.641;112.367;111.063;2020.01.03 03:00:00;111.635;-0.28;-0.27;0.22;
2020.01.02 23:30:00;Sell;0.02;AUDCAD;0.90764;0.91362;0.90376;2020.01.03 01:45:00;0.90657;-0.14;-0.04;1.65;
2020.01.02 22:00:00;Buy;0.04;GBPNZD;1.96181;1.94889;1.98332;2020.01.03 01:23:14;1.96205;-0.28;-0.33;0.64;
2020.01.02 22:45:00;Buy;0.04;GBPCHF;1.27621;1.26792;1.28887;2020.01.03 01:15:16;1.27665;-0.28;-0.01;1.82;
2020.01.02 22:30:00;Sell;0.01;GBPUSD;1.31444;1.32298;1.30391;2020.01.03 01:02:44;1.31417;-0.07;;0.27;
2020.01.02 23:30:00;Sell;0.02;EURCAD;1.45125;1.46068;1.44620;2020.01.03 00:31:00;1.45072;-0.14;-0.02;0.82;
2020.01.02 20:15:01;Buy;0.02;EURCAD;1.45101;1.44158;1.46072;2020.01.02 23:15:16;1.45113;-0.14;;0.18;
2020.01.02 21:15:02;Buy;0.02;NZDCAD;0.86866;0.86301;0.87843;2020.01.02 22:00:00;0.86935;-0.14;;1.06;
2019.12.31 21:00:00;Buy;0.02;AUDCAD;0.91032;0.90440;0.91734;2020.01.02 13:00:01;0.90898;-0.14;-0.71;-2.07;
2019.12.31 22:15:01;Buy;0.04;CHFJPY;112.294;111.564;112.703;2020.01.02 09:45:03;112.137;-0.28;-5.17;-5.77;
