Tags,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
,10/09/2019 23:58,11/08/2019 22:20,EURUSD,Sell,6.00,0.00000,0.00000,1.09708,1.10217,-12.0000,828.0600,-50.9,-1954.84,-0.16,"",0,29:22:21:25,0.0,0s,203.8,204.08,0.0,0.0,-203.8,-11094.872,0.0,75.0,-50.90,-2771.00
,10/09/2019 23:58,11/08/2019 22:20,EURUSD,Sell,6.00,0.00000,0.00000,1.09704,1.10216,-12.0000,828.0600,-51.2,-1971.19,-0.16,"",0,29:22:21:36,0.0,0s,204.2,208.33,0.0,0.0,-204.2,-11116.648,0.0,74.9,-51.20,-2787.33
,10/09/2019 23:58,11/08/2019 22:20,EURUSD,Sell,6.00,0.00000,0.00000,1.09704,1.10216,-12.0000,828.0600,-51.2,-1971.19,-0.16,"",0,29:22:21:38,0.0,0s,204.2,208.33,0.0,0.0,-204.2,-11116.648,0.0,74.9,-51.20,-2787.33
,11/06/2019 10:52,11/08/2019 22:20,EURUSD,Sell,6.00,0.00000,0.00000,1.10873,1.10216,-12.0000,85.9100,65.7,3650.52,0.29,"",0,02:11:27:12,93.7,2d 7h ,31.0,0.07,70.1,3816.2439999999997,-5.2,-283.088,93.1,94.2,-4.40,-239.54
,11/07/2019 12:36,11/08/2019 22:20,EURUSD,Sell,6.00,0.00000,0.00000,1.10839,1.10216,-12.0000,21.5000,62.3,3401.02,0.27,"",0,01:09:43:59,97.3,1d 8h ,14.6,0.07,66.7,3631.148,-4.8,-261.31199999999995,93.3,93.8,-4.40,-239.54
,10/09/2019 23:58,11/08/2019 22:14,EURUSD,Sell,6.00,0.00000,0.00000,1.09703,1.10220,-12.0000,828.0600,-51.7,-1998.31,-0.16,"",0,29:22:15:47,0.0,0s,204.3,208.33,0.0,0.0,-204.3,-11122.092,0.0,74.7,-51.70,-2814.55
,10/09/2019 23:57,11/08/2019 22:13,EURUSD,Sell,6.00,0.00000,0.00000,1.09701,1.10219,-12.0000,828.0600,-51.8,-2003.78,-0.16,"",0,29:22:15:43,0.0,0s,204.5,208.33,0.0,0.0,-204.5,-11132.98,0.0,74.7,-51.80,-2819.99
,10/09/2019 23:57,11/08/2019 22:12,EURUSD,Sell,6.00,0.00000,0.00000,1.09700,1.10219,-12.0000,828.0600,-51.9,-2009.22,-0.16,"",0,29:22:14:28,0.0,0s,204.6,208.33,0.0,0.0,-204.6,-11138.423999999999,0.0,74.6,-51.90,-2825.44
,10/09/2019 23:57,11/08/2019 22:11,EURUSD,Sell,6.00,0.00000,0.00000,1.09699,1.10217,-12.0000,828.0600,-51.8,-2003.83,-0.16,"",0,29:22:13:51,0.0,0s,204.7,208.33,0.0,0.0,-204.7,-11143.867999999999,0.0,74.7,-51.80,-2819.99
,10/09/2019 23:56,11/08/2019 22:11,EURUSD,Sell,6.00,0.00000,0.00000,1.09694,1.10216,-12.0000,828.0600,-52.2,-2025.63,-0.16,"",0,29:22:14:16,0.0,0s,205.2,208.33,0.0,0.0,-205.2,-11171.088,0.0,74.6,-52.20,-2841.77
,11/07/2019 12:48,11/08/2019 22:11,EURUSD,Sell,6.00,0.00000,0.00000,1.10867,1.10216,-12.0000,21.5000,65.1,3553.45,0.29,"",0,01:09:22:10,99.1,1d 9h ,14.6,0.03,69.5,3783.58,-2.0,-108.88,97.2,93.8,-4.40,-239.54
,11/07/2019 12:52,11/08/2019 22:10,EURUSD,Sell,6.00,0.00000,0.00000,1.10882,1.10219,-12.0000,21.5000,66.3,3618.68,0.29,"",0,01:09:18:29,99.8,1d 9h ,14.6,0.01,71.0,3865.24,-0.5,-27.22,99.3,93.4,-4.70,-255.87
,10/09/2019 23:56,11/08/2019 19:15,EURUSD,Sell,6.00,0.00000,0.00000,1.09692,1.10177,-12.0000,828.0600,-48.5,-1825.14,-0.15,"",0,29:19:18:48,0.0,0s,205.4,208.33,0.0,0.0,-205.4,-11186.084,0.0,76.4,-48.50,-2641.31
,10/09/2019 23:56,11/08/2019 19:15,EURUSD,Sell,6.00,0.00000,0.00000,1.09688,1.10176,-12.0000,828.0600,-48.8,-1841.51,-0.15,"",0,29:19:18:49,0.0,0s,205.8,208.33,0.0,0.0,-205.8,-11207.868,0.0,76.3,-48.80,-2657.65
