Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Change %
04/28/2020 21:31,04/29/2020 02:40,USDJPY,Sell,0.05,106.86,106.759,1009.9999999999909,504.6499999999955,0,0
04/28/2020 21:27,04/29/2020 04:50,EURUSD,Buy,0.1,1.08372,1.08464,9.200000000000319,8.50000000000032,0,0
04/28/2020 21:30,04/29/2020 10:03,EURCHF,Buy,0.05,1.05546,1.05617,7.099999999999884,3.1999999999999424,0,0
04/28/2020 23:49,04/29/2020 10:03,EURCHF,Buy,0.07,1.05495,1.05617,12.199999999999989,8.049999999999994,0,0
04/29/2020 04:51,04/29/2020 10:09,EURUSD,Buy,0.1,1.08479,1.0860299999999998,12.399999999999078,11.69999999999908,0,0
04/29/2020 04:34,04/29/2020 10:33,USDJPY,Sell,0.05,106.52,106.446,739.9999999999807,369.6499999999903,0,0
04/29/2020 04:57,04/29/2020 10:33,USDJPY,Sell,0.07,106.57,106.446,1239.9999999999523,867.5099999999667,0,0
04/29/2020 02:09,04/29/2020 15:29,USDJPY,Buy,0.07,106.83,106.648,-1820.0000000000216,-1274.4900000000152,0,0
04/29/2020 02:30,04/29/2020 15:29,USDJPY,Buy,0.1,106.77799999999999,106.648,-1299.9999999999545,-1300.6999999999548,0,0
04/28/2020 21:29,04/29/2020 15:29,USDJPY,Buy,0.05,106.881,106.648,-2330.000000000041,-1165.3500000000204,0,0
04/29/2020 03:07,04/29/2020 15:29,USDJPY,Buy,0.13,106.727,106.648,-790.0000000000773,-1027.9100000001006,0,0
04/29/2020 03:35,04/29/2020 15:29,USDJPY,Buy,0.19,106.664,106.648,-160.00000000005343,-305.3300000001015,0,0
04/29/2020 03:56,04/29/2020 15:29,USDJPY,Buy,0.26,106.61200000000001,106.648,359.99999999987153,934.179999999666,0,0
04/29/2020 04:34,04/29/2020 15:29,USDJPY,Buy,0.36,106.521,106.648,1269.9999999999534,4569.479999999832,0,0
