Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Change %
05/04/2021 22:36,05/05/2021 09:56,GBPCAD,Buy,0.01,0,0,1.7088,1.7099,11,0.9,0,0
05/05/2021 01:46,05/05/2021 09:31,NZDCAD,Sell,0.01,0,0,0.88181,0.88008,17.3,1.41,0,0
05/04/2021 22:51,05/05/2021 08:34,EURSGD,Buy,0.01,0,0,1.60544,1.60669,12.5,0.93,0,0
05/04/2021 08:10,05/05/2021 01:49,NZDCAD,Buy,0.01,0,0,0.88175,0.88246,7.1,0.57,0,0
05/04/2021 12:05,05/05/2021 01:49,NZDCAD,Buy,0.01,0,0,0.87953,0.88249,29.6,2.41,0,0
05/03/2021 21:59,05/04/2021 06:18,NZDCAD,Sell,0.01,0,0,0.8852,0.88272,24.8,2.02,0,0
05/03/2021 20:00,05/04/2021 03:09,EURSGD,Buy,0.01,0,0,1.6027,1.6039,12,0.9,0,0
04/29/2021 16:06,05/03/2021 21:44,NZDCAD,Buy,0.01,0,0,0.89114,0.88469,-64.5,-5.26,0,0
04/30/2021 17:06,05/03/2021 21:44,NZDCAD,Buy,0.01,0,0,0.88449,0.88465,1.6,0.13,0,0
04/29/2021 17:42,05/03/2021 21:44,NZDCAD,Buy,0.01,0,0,0.88892,0.88465,-42.7,-3.48,0,0
04/30/2021 14:55,05/03/2021 21:44,NZDCAD,Buy,0.01,0,0,0.88673,0.88465,-20.8,-1.69,0,0
04/30/2021 17:55,05/03/2021 21:44,NZDCAD,Buy,0.01,0,0,0.88226,0.88465,23.9,1.95,0,0
04/30/2021 20:25,05/03/2021 21:44,NZDCAD,Buy,0.01,0,0,0.88012,0.88465,45.3,3.69,0,0
04/22/2021 15:09,05/03/2021 16:34,EURGBP,Sell,0.01,0,0,0.86814,0.8673,8.4,1.17,0,0
04/23/2021 16:23,05/03/2021 16:34,EURGBP,Sell,0.01,0,0,0.87033,0.8673,30.3,4.21,0,0
04/30/2021 11:51,05/03/2021 12:07,GBPCAD,Buy,0.01,0,0,1.70681,1.70453,-22.8,-1.85,0,0
04/30/2021 16:02,05/03/2021 12:07,GBPCAD,Buy,0.01,0,0,1.70248,1.70453,20.5,1.67,0,0
04/30/2021 19:56,05/03/2021 12:07,GBPCAD,Buy,0.01,0,0,1.6984,1.70453,61.3,4.99,0,0
04/30/2021 21:46,05/03/2021 06:07,AUDCAD,Buy,0.01,0,0,0.9464,0.94903,26.3,2.14,0,0
04/30/2021 18:07,05/03/2021 06:07,AUDCAD,Buy,0.01,0,0,0.94937,0.94906,-3.1,-0.25,0,0
04/30/2021 19:27,05/03/2021 06:07,AUDCAD,Buy,0.01,0,0,0.94786,0.94904,11.8,0.96,0,0
