Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Change %
01/23/2020 00:01,01/23/2020 10:49,EURCHF,Buy,0.06,0,0,1.07375,1.07425,0,0,0,0
01/22/2020 00:32,01/22/2020 01:56,EURCHF,Buy,0.06,0,0,1.07366,1.07396,0,0,0,0
01/21/2020 00:32,01/21/2020 03:17,EURCHF,Sell,0.06,0,0,1.07443,1.07397,0,0,0,0
01/21/2020 00:01,01/21/2020 00:50,EURUSD,Buy,0.06,0,0,1.10953,1.10973,0,0,0,0
01/17/2020 00:02,01/17/2020 05:24,CADCHF,Buy,0.05,0,0,0.73987,0.73996,0,0,0,0
01/17/2020 00:02,01/17/2020 04:07,EURUSD,Buy,0.05,0,0,1.11360,1.11382,0,0,0,0
01/17/2020 00:01,01/17/2020 04:06,EURCHF,Buy,0.06,0,0,1.07466,1.07484,0,0,0,0
01/17/2020 00:03,01/17/2020 03:27,USDCAD,Buy,0.05,0,0,1.30413,1.30467,0,0,0,0
01/17/2020 00:03,01/17/2020 02:52,EURCAD,Buy,0.05,0,0,1.45250,1.45278,0,0,0,0
01/16/2020 00:30,01/16/2020 07:47,USDCAD,Buy,0.05,0,0,1.30427,1.30452,0,0,0,0
01/16/2020 00:26,01/16/2020 07:47,EURUSD,Sell,0.06,0,0,1.11525,1.11508,0,0,0,0
01/15/2020 00:04,01/15/2020 02:40,EURCHF,Buy,0.05,0,0,1.07649,1.07661,0,0,0,0
01/15/2020 00:21,01/15/2020 01:35,EURCHF,Sell,0.05,0,0,1.07666,1.07624,0,0,0,0
01/15/2020 00:56,01/15/2020 01:09,EURCAD,Buy,0.05,0,0,1.45328,1.45359,0,0,0,0
01/15/2020 00:04,01/15/2020 01:09,USDCAD,Buy,0.05,0,0,1.30603,1.30632,0,0,0,0
01/15/2020 00:04,01/15/2020 00:46,EURCAD,Buy,0.05,0,0,1.45350,1.45363,0,0,0,0
01/14/2020 00:01,01/14/2020 03:32,CADCHF,Buy,0.05,0,0,0.74347,0.74351,0,0,0,0
01/14/2020 00:01,01/14/2020 03:32,USDCAD,Buy,0.05,0,0,1.30560,1.30586,0,0,0,0
01/14/2020 00:01,01/14/2020 02:26,EURUSD,Buy,0.05,0,0,1.11347,1.11397,0,0,0,0
01/14/2020 00:01,01/14/2020 01:37,EURCHF,Buy,0.05,0,0,1.08081,1.08111,0,0,0,0
01/14/2020 00:10,01/14/2020 01:08,EURUSD,Sell,0.05,0,0,1.11388,1.11357,0,0,0,0
