Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price
11/07/2019 00:00,11/07/2019 09:36,EURUSD,Buy,55,0,0,1.10696,1.1071
10/31/2019 00:00,10/31/2019 02:07,EURUSD,Buy,55,0,0,1.11535,1.11556
10/24/2019 01:00,10/24/2019 04:08,EURUSD,Buy,55,0,0,1.1133,1.11352
10/10/2019 01:00,10/10/2019 01:22,EURUSD,Buy,55,0,0,1.09746,1.09766
10/03/2019 01:00,10/03/2019 03:05,EURUSD,Buy,55,0,0,1.09619,1.09641
09/19/2019 01:00,09/19/2019 06:15,EURUSD,Buy,55,0,0,1.10338,1.10358
09/12/2019 01:00,09/12/2019 02:23,EURUSD,Buy,55,0,0,1.10097,1.10117
09/05/2019 01:00,09/05/2019 04:40,EURUSD,Buy,55,0,0,1.1036,1.10384
08/29/2019 01:00,08/29/2019 02:12,EURUSD,Buy,55,0,0,1.10825,1.10846
08/22/2019 01:00,08/22/2019 01:38,EURUSD,Buy,55,0,0,1.10892,1.10913
08/15/2019 01:00,08/15/2019 02:47,EURUSD,Buy,55,0,0,1.11426,1.11446
08/08/2019 01:00,08/08/2019 01:31,EURUSD,Buy,55,0,0,1.12025,1.12045
07/25/2019 01:00,07/25/2019 13:24,EURUSD,Buy,55,0,0,1.11432,1.11452
07/18/2019 01:00,07/18/2019 03:50,EURUSD,Buy,55,0,0,1.12286,1.12308
07/11/2019 01:00,07/11/2019 01:32,EURUSD,Buy,55,0,0,1.12551,1.12569
07/04/2019 01:00,07/04/2019 01:15,EURUSD,Buy,55,0,0,1.12811,1.12833
06/20/2019 01:00,06/20/2019 01:32,EURUSD,Buy,55,0,0,1.12305,1.12325
06/13/2019 01:00,06/13/2019 03:14,EURUSD,Buy,55,0,0,1.12925,1.12946
06/06/2019 01:00,06/06/2019 01:34,EURUSD,Buy,55,0,0,1.12276,1.12297
05/23/2019 01:00,05/23/2019 01:22,EURUSD,Buy,55,0,0,1.11534,1.11554
05/09/2019 02:00,05/09/2019 09:24,EURUSD,Buy,55,0,0,1.1198,1.12003
04/11/2019 02:00,04/11/2019 07:56,EURUSD,Buy,55,0,0,1.12776,1.12798
04/04/2019 02:00,04/04/2019 02:10,EURUSD,Buy,55,0,0,1.12427,1.12448
03/28/2019 01:00,03/28/2019 02:09,EURUSD,Buy,55,0,0,1.12501,1.12521
03/14/2019 01:00,03/15/2019 16:14,EURUSD,Buy,55,0,0,1.1338,1.1341
02/28/2019 01:00,02/28/2019 01:05,EURUSD,Buy,55,0,0,1.13733,1.13752
02/21/2019 01:00,02/21/2019 05:52,EURUSD,Buy,55,0,0,1.13465,1.13486
01/24/2019 01:00,01/24/2019 01:47,EURUSD,Buy,55,0,0,1.13823,1.13851
01/17/2019 01:00,01/17/2019 01:27,EURUSD,Buy,55,0,0,1.13961,1.13983
01/10/2019 01:00,01/10/2019 01:01,EURUSD,Buy,54,0,0,1.15506,1.1553
01/02/2019 01:00,01/02/2019 07:44,EURUSD,Buy,54,0,0,1.14669,1.14689
12/20/2018 01:00,12/20/2018 01:02,EURUSD,Buy,54,0,0,1.13811,1.13831
12/13/2018 01:00,12/13/2018 01:01,EURUSD,Buy,54,0,0,1.13733,1.13747
12/06/2018 01:00,12/06/2018 02:02,EURUSD,Buy,54,0,0,1.13479,1.13499
11/29/2018 01:00,11/29/2018 04:00,EURUSD,Buy,54,0,0,1.13697,1.13723
11/22/2018 00:01,11/22/2018 01:25,EURUSD,Buy,54,0,0,1.13855,1.13875
11/15/2018 00:01,11/15/2018 00:08,EURUSD,Buy,54,0,0,1.131,1.13124
11/08/2018 00:00,11/08/2018 00:07,EURUSD,Buy,54,0,0,1.14307,1.14327
11/01/2018 00:00,11/01/2018 01:11,EURUSD,Buy,54,0,0,1.13166,1.13184
10/25/2018 01:00,10/25/2018 03:03,EURUSD,Buy,54,0,0,1.13986,1.14017
10/18/2018 01:00,10/18/2018 03:05,EURUSD,Buy,54,0,0,1.15013,1.15033
10/04/2018 01:00,10/04/2018 01:00,EURUSD,Buy,54,0,0,1.14829,1.14849
09/27/2018 01:00,09/27/2018 01:00,EURUSD,Buy,54,0,0,1.17448,1.17475
09/20/2018 01:00,09/20/2018 03:50,EURUSD,Buy,52,0,0,1.16743,1.16764
09/13/2018 01:00,09/13/2018 03:05,EURUSD,Buy,52,0,0,1.16313,1.16335
09/06/2018 01:00,09/06/2018 03:01,EURUSD,Buy,52,0,0,1.16345,1.16365
08/30/2018 01:00,08/30/2018 03:06,EURUSD,Buy,52,0,0,1.17098,1.17125
08/23/2018 01:00,08/23/2018 01:00,EURUSD,Buy,52,0,0,1.15959,1.15985
08/16/2018 01:00,08/16/2018 04:29,EURUSD,Buy,52,0,0,1.13476,1.13513
08/09/2018 01:00,08/09/2018 05:44,EURUSD,Buy,52,0,0,1.1615,1.16167
08/02/2018 01:00,08/02/2018 01:55,EURUSD,Buy,52,0,0,1.16611,1.16637
07/26/2018 01:00,07/26/2018 01:28,EURUSD,Buy,52,0,0,1.17265,1.17289
07/19/2018 01:00,07/19/2018 03:07,EURUSD,Buy,52,0,0,1.16454,1.16476
07/12/2018 01:00,07/12/2018 03:09,EURUSD,Buy,52,0,0,1.16754,1.16775
07/05/2018 01:00,07/05/2018 01:13,EURUSD,Buy,52,0,0,1.16574,1.16592
06/21/2018 01:00,06/21/2018 02:08,EURUSD,Buy,52,0,0,1.15753,1.15775
06/14/2018 01:00,06/14/2018 01:06,EURUSD,Buy,52,0,0,1.17953,1.17973
06/07/2018 01:00,06/07/2018 01:21,EURUSD,Buy,52,0,0,1.17782,1.17809
05/24/2018 01:00,05/24/2018 02:13,EURUSD,Buy,52,0,0,1.17051,1.17068
05/17/2018 01:00,05/17/2018 01:41,EURUSD,Buy,51,0,0,1.18127,1.18146
05/10/2018 01:00,05/10/2018 02:10,EURUSD,Buy,51,0,0,1.18531,1.18548
04/26/2018 01:00,04/26/2018 01:37,EURUSD,Buy,51,0,0,1.21635,1.21657
04/19/2018 01:00,04/19/2018 01:41,EURUSD,Buy,51,0,0,1.23794,1.23814
04/12/2018 01:00,04/12/2018 02:36,EURUSD,Buy,51,0,0,1.23688,1.23709
03/29/2018 01:00,03/29/2018 03:52,EURUSD,Buy,51,0,0,1.23114,1.23132
03/22/2018 00:00,03/22/2018 01:09,EURUSD,Buy,51,0,0,1.23409,1.23428
03/15/2018 00:00,03/15/2018 01:19,EURUSD,Buy,51,0,0,1.23697,1.23712
03/08/2018 00:00,03/08/2018 14:46,EURUSD,Buy,51,0,0,1.24131,1.24152
03/01/2018 00:00,03/01/2018 00:14,EURUSD,Buy,51,0,0,1.21957,1.21976
02/22/2018 00:00,02/22/2018 11:20,EURUSD,Buy,51,0,0,1.22857,1.22882
02/15/2018 00:00,02/15/2018 00:10,EURUSD,Buy,51,0,0,1.2453,1.24546
02/08/2018 00:00,02/08/2018 01:59,EURUSD,Buy,51,0,0,1.22668,1.22689
02/01/2018 00:00,02/01/2018 01:05,EURUSD,Buy,51,0,0,1.24139,1.24161
01/25/2018 00:00,01/25/2018 04:05,EURUSD,Buy,51,0,0,1.24108,1.24141
01/18/2018 00:00,01/18/2018 00:19,EURUSD,Buy,51,0,0,1.21862,1.21885
01/11/2018 00:00,01/11/2018 00:20,EURUSD,Buy,51,0,0,1.19494,1.19516
12/21/2017 00:00,12/21/2017 01:35,EURUSD,Buy,51,0,0,1.18727,1.18747
12/07/2017 00:00,12/07/2017 00:09,EURUSD,Buy,51,0,0,1.17968,1.17966
11/30/2017 00:00,11/30/2017 00:26,EURUSD,Buy,50,0,0,1.18482,1.18498
11/23/2017 00:00,11/23/2017 05:29,EURUSD,Buy,50,0,0,1.18238,1.18267
11/16/2017 00:00,11/16/2017 08:27,EURUSD,Buy,50,0,0,1.17935,1.17957
11/02/2017 00:00,11/02/2017 01:30,EURUSD,Buy,50,0,0,1.16233,1.16254
10/26/2017 01:00,10/26/2017 02:43,EURUSD,Buy,50,0,0,1.18168,1.18188
10/12/2017 01:00,10/12/2017 01:10,EURUSD,Buy,50,0,0,1.18613,1.18633
09/28/2017 01:00,09/28/2017 01:18,EURUSD,Buy,50,0,0,1.17446,1.17464
09/21/2017 01:00,09/21/2017 09:42,EURUSD,Buy,50,0,0,1.18956,1.18974
09/07/2017 01:00,09/07/2017 01:46,EURUSD,Buy,50,0,0,1.19224,1.19243
08/31/2017 01:00,08/31/2017 10:05,EURUSD,Buy,50,0,0,1.18959,1.18997
08/24/2017 01:00,08/24/2017 01:45,EURUSD,Buy,50,0,0,1.18102,1.18122
08/17/2017 01:00,08/17/2017 01:07,EURUSD,Buy,50,0,0,1.1772,1.17735
08/10/2017 01:00,08/10/2017 01:30,EURUSD,Buy,50,0,0,1.17607,1.17638
08/03/2017 01:00,08/03/2017 15:13,EURUSD,Buy,50,0,0,1.1856,1.18584
07/27/2017 01:00,07/27/2017 06:36,EURUSD,Buy,49,0,0,1.1748,1.1759
07/20/2017 01:00,07/20/2017 01:03,EURUSD,Buy,49,0,0,1.1519,1.1521
07/13/2017 01:00,07/13/2017 01:17,EURUSD,Buy,48,0,0,1.14135,1.14154
06/29/2017 01:00,06/29/2017 02:22,EURUSD,Buy,48,0,0,1.13774,1.13799
06/22/2017 01:00,06/22/2017 03:11,EURUSD,Buy,45,0,0,1.11686,1.11702
06/08/2017 01:00,06/08/2017 09:00,EURUSD,Buy,45,0,0,1.12607,1.12645
