Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price
10/11/2019 15:35,10/11/2019 16:39,GBPUSD,Buy,0.05,1.26026,1.26576
10/11/2019 14:47,10/11/2019 15:05,GBPUSD,Buy,0.05,1.26488,1.2618
10/11/2019 14:40,,,Withdrawal,0.01,0,0
10/10/2019 12:46,10/10/2019 14:46,GBPUSD,Sell,0.05,1.22528,1.22328
10/10/2019 12:46,10/10/2019 14:46,GBPUSD,Sell,0.05,1.22528,1.22328
10/10/2019 12:46,10/10/2019 14:46,GBPUSD,Sell,0.05,1.22528,1.22328
10/10/2019 12:46,10/10/2019 14:46,GBPUSD,Sell,0.05,1.22528,1.22328
10/10/2019 12:46,10/10/2019 14:46,GBPUSD,Sell,0.05,1.22523,1.22328
10/10/2019 12:46,10/10/2019 14:46,GBPUSD,Sell,0.05,1.2253,1.2233
10/10/2019 12:46,10/10/2019 14:46,GBPUSD,Sell,0.05,1.22529,1.22329
10/10/2019 12:46,10/10/2019 14:46,GBPUSD,Sell,0.05,1.22523,1.22339
10/09/2019 13:23,10/10/2019 12:41,GBPUSD,Buy,0.05,1.22185,1.22585
10/09/2019 13:23,10/10/2019 12:41,GBPUSD,Buy,0.05,1.22183,1.22583
10/09/2019 13:23,10/10/2019 12:41,GBPUSD,Buy,0.05,1.22183,1.22583
10/09/2019 13:23,10/10/2019 12:41,GBPUSD,Buy,0.05,1.22183,1.22583
10/08/2019 18:06,10/08/2019 18:30,GBPUSD,Sell,0.05,1.22168,1.22048
10/08/2019 18:06,10/08/2019 18:18,GBPUSD,Sell,0.05,1.22174,1.22054
10/08/2019 18:06,10/08/2019 18:18,GBPUSD,Sell,0.05,1.22173,1.22053
10/08/2019 18:06,10/08/2019 18:17,GBPUSD,Sell,0.05,1.22177,1.22057
10/08/2019 17:28,10/08/2019 17:58,GBPUSD,Buy,0.05,1.22019,1.22169
10/08/2019 17:28,10/08/2019 17:58,GBPUSD,Buy,0.05,1.22019,1.22169
10/08/2019 15:54,10/08/2019 17:18,GBPUSD,Sell,0.07,1.22101,1.22001
10/08/2019 15:51,,,Deposit,0,0,0
