Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price
10/15/2019 10:21,10/15/2019 13:28,GBPUSD,Buy,0.05,1.2646,1.26566
10/14/2019 21:29,,,Withdrawal,0.01,0,0
10/14/2019 13:41,10/14/2019 16:48,GBPUSD,Buy,0.05,1.25605,1.25975
10/14/2019 13:41,10/14/2019 16:48,GBPUSD,Buy,0.05,1.25605,1.25975
10/14/2019 13:41,10/14/2019 16:48,GBPUSD,Buy,0.05,1.25605,1.25975
10/14/2019 13:41,10/14/2019 16:48,GBPUSD,Buy,0.05,1.25605,1.25975
10/14/2019 13:41,10/14/2019 16:48,GBPUSD,Buy,0.05,1.2561,1.2598
10/14/2019 13:41,10/14/2019 16:48,GBPUSD,Buy,0.05,1.2561,1.2598
10/14/2019 13:41,10/14/2019 16:48,GBPUSD,Buy,0.05,1.2561,1.2598
10/14/2019 09:50,10/14/2019 16:48,GBPUSD,Buy,0.05,1.25762,1.2598
10/14/2019 13:42,10/14/2019 16:48,GBPUSD,Buy,0.05,1.25586,1.25956
10/14/2019 13:42,10/14/2019 16:48,GBPUSD,Buy,0.05,1.25586,1.25956
10/11/2019 14:47,10/11/2019 16:47,EURUSD,Buy,0.05,1.10533,1.10557
10/11/2019 15:35,10/11/2019 16:39,GBPUSD,Buy,0.05,1.26014,1.26564
10/11/2019 15:35,10/11/2019 16:39,GBPUSD,Buy,0.05,1.26015,1.26565
10/11/2019 15:35,10/11/2019 16:39,GBPUSD,Buy,0.05,1.26015,1.26565
10/11/2019 15:35,10/11/2019 16:39,GBPUSD,Buy,0.05,1.26016,1.26566
10/11/2019 15:35,10/11/2019 16:39,GBPUSD,Buy,0.05,1.26015,1.26565
10/11/2019 15:35,10/11/2019 16:39,GBPUSD,Buy,0.05,1.26015,1.26565
10/11/2019 15:35,10/11/2019 16:39,GBPUSD,Buy,0.05,1.26015,1.26565
